taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
8365581,Agaricus sylvicola (Vittad.) Peck,8365581,Agaricus sylvicola (Vittad.) Peck,11,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Agaricus,2518646,Agaricus sylvicola,8365581,8365581,NE,,,,,,,,,,,,
9810397,Cortinarius musciphilus Bidaud & P.-A.Moreau,9810397,Cortinarius musciphilus Bidaud & P.-A.Moreau,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius musciphilus,9810397,9810397,NE,,,,,,,,,,,,
10852503,Apioperdon pyriforme (Schaeff.) Vizzini,10852503,Apioperdon pyriforme (Schaeff.) Vizzini,571,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Apioperdon,10676978,Apioperdon pyriforme,10852503,10852503,NE,,,,,,,,,,,,
10990852,Lecidella elaeochroma (Ach.) M.Choisy,7187018,Lecidella elaeochroma f. elaeochroma,3,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecanoraceae,4828,Lecidella,8209154,Lecidella elaeochroma,2607177,2607177,NE,,,,,,,,,,,,
2527828,Agrocybe Fayod,1889,2527828,Agrocybe Fayod,8,GENUS,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Strophariaceae,4186,Agrocybe,2527828,2527828,,,,,,,,,,,,,
2530981,Laccaria striatula (Peck) Peck,2530981,Laccaria striatula (Peck) Peck,18,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hydnangiaceae,8445,Laccaria,2526677,Laccaria striatula,2530981,2530981,NE,,,,,,,,,,,,
2536845,Armillaria calvescens Bérubé & Dessur.,2536845,Armillaria calvescens Bérubé & Dessur.,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Physalacriaceae,4182,Armillaria,2526021,Armillaria calvescens,2536845,2536845,NE,,,,,,,,,,,,
2537250,Marasmius oreades (Bolton) Fr.,2537250,Marasmius oreades (Bolton) Fr.,71,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Marasmiaceae,4179,Marasmius,2526678,Marasmius oreades,2537250,2537250,NE,,,,,,,,,,,,
2539183,Clitopilus hobsonii (Berk.) P.D.Orton,2539183,Clitopilus hobsonii (Berk.) P.D.Orton,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Clitopilus,8691923,Clitopilus hobsonii,2539183,2539183,NE,,,,,,,,,,,,
2543487,Ischnoderma resinosum (Schrad.) P.Karst.,2543487,Ischnoderma resinosum (Schrad.) P.Karst.,396,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Fomitopsidaceae,7619,Ischnoderma,2519599,Ischnoderma resinosum,2543487,2543487,NE,,,,,,,,,,,,
2543947,Peniophora argillacea (Bres.) Sacc. & P.Syd.,7408233,Kurtia argillacea (Bres.) Karasiński,2,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Corticiales,1301,Corticiaceae,8461,Kurtia,7388010,Kurtia argillacea,7408233,7408233,NE,,,,,,,,,,,,
2576892,Daldinia Ces. & De Not.,1863,2576892,Daldinia Ces. & De Not.,5,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Xylariales,1298,Hypoxylaceae,3302958,Daldinia,2576892,2576892,,,,,,,,,,,,,
2581903,Tatraea macrospora (Peck) Baral,2581903,Tatraea macrospora (Peck) Baral,43,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Helotiaceae,8381,Tatraea,2581902,Tatraea macrospora,2581903,2581903,NE,,,,,,,,,,,,
2592874,Bactrospora brodoi Egea & Torrente,2592874,Bactrospora brodoi Egea & Torrente,2,ACCEPTED,Fungi,5,Ascomycota,95,Arthoniomycetes,313,Arthoniales,1273,Roccellaceae,8359,Bactrospora,2592867,Bactrospora brodoi,2592874,2592874,NE,,,,,,,,,,,,
2598197,Talaromyces C.R.Benj.,1955,2598197,Talaromyces C.R.Benj.,21,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Eurotiomycetes,178,Eurotiales,1040,Aspergillaceae,3563703,Talaromyces,2598197,2598197,,,,,,,,,,,,,
2599011,Clavispora lusitaniae Rodr.Mir.,2599011,Clavispora lusitaniae Rodr.Mir.,1,ACCEPTED,Fungi,5,Ascomycota,95,Saccharomycetes,182,Saccharomycetales,1281,Metschnikowiaceae,4139,Clavispora,2599010,Clavispora lusitaniae,2599011,2599011,NE,,,,,,,,,,,,
2600355,Lobaria (Schreb.) Hoffm.,1976,2600355,Lobaria (Schreb.) Hoffm.,4,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Peltigerales,1055,Lobariaceae,8375,Lobaria,2600355,2600355,,,,,,,,,,,,,
2603490,Farnoldia jurana (Schaer.) Hertel,2603490,Farnoldia jurana (Schaer.) Hertel,2,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecideales,10848190,Lecideaceae,8296,Farnoldia,2603489,Farnoldia jurana,2603490,2603490,NE,,,,,,,,,,,,
2605342,Platismatia glauca (L.) W.L.Culb. & C.F.Culb.,2605342,Platismatia glauca (L.) W.L.Culb. & C.F.Culb.,119,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Platismatia,2605338,Platismatia glauca,2605342,2605342,NE,,,,,,,,,,,,
2607362,Micarea misella (Nyl.) Hedl.,2607362,Micarea misella (Nyl.) Hedl.,2,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Pilocarpaceae,9716,Micarea,9611993,Micarea misella,2607362,2607362,NE,,,,,,,,,,,,
2609428,Physconia muscigena (Ach.) Poelt,2609428,Physconia muscigena (Ach.) Poelt,43,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Caliciales,10861608,Physciaceae,8369,Physconia,2609402,Physconia muscigena,2609428,2609428,NE,,,,,,,,,,,,
3295232,Hebelomataceae,3295232,Hebelomataceae,3,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hebelomataceae,3295232,,,,,,,,,,,,,,,,,,
3314441,Exidia badioumbrina (Bres.) Neuhoff,3314441,Exidia badioumbrina (Bres.) Neuhoff,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Auriculariales,1062,Auriculariaceae,8788,Exidia,2512856,Exidia badioumbrina,3314441,3314441,NE,,,,,,,,,,,,
3352420,Corticium coronatum (J.Schröt.) Höhn. & Litsch.,1906,2554962,Botryobasidium pruinatum (Bres.) J.Erikss.,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Botryobasidiaceae,4197,Botryobasidium,2541350,Botryobasidium pruinatum,Botryobasidium pruinatum,2554962,NE,,,,,,,,,,,
3372848,Chrysomyxa ledi (Alb. & Schwein.) de Bary,3372848,Chrysomyxa ledi (Alb. & Schwein.) de Bary,20,ACCEPTED,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Coleosporiaceae,7589,Chrysomyxa,2513931,Chrysomyxa ledi,3372848,3372848,NE,,,,,,,,,,,,
3377416,Puccinia albiperidia Arthur,3377416,Puccinia albiperidia Arthur,2,ACCEPTED,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Pucciniaceae,3251,Puccinia,9533895,Puccinia albiperidia,3377416,3377416,NE,,,,,,,,,,,,
3432188,Tetramelas papillatus (Sommerf.) Kalb,3432188,Tetramelas papillatus (Sommerf.) Kalb,1,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Caliciales,10861608,Caliciaceae,4115,Tetramelas,2609319,Tetramelas papillatus,3432188,3432188,NE,,,,,,,,,,,,
3456089,Lasiosphaeria muscicola De Not.,3456089,Lasiosphaeria muscicola De Not.,1,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Sordariales,1061,Lasiosphaeriaceae,4162,Lasiosphaeria,7582287,Lasiosphaeria muscicola,3456089,3456089,NE,,,,,,,,,,,,
4911785,Mycena abramsii (Murrill) Murrill,4911785,Mycena abramsii (Murrill) Murrill,3,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Mycena,5955261,Mycena abramsii,4911785,4911785,NE,,,,,,,,,,,,
5241760,Tricholoma columbetta (Fr.) P.Kumm.,5241760,Tricholoma columbetta (Fr.) P.Kumm.,17,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Tricholomataceae,8787,Tricholoma,2527766,Tricholoma columbetta,5241760,5241760,NE,,,,,,,,,,,,
5254035,Podospora curvuloides Cain,2573053,Schizothecium curvuloides (Cain) N.Lundq.,5,SYNONYM,Fungi,5,Ascomycota,95,Sordariomycetes,320,Sordariales,1061,Lasiosphaeriaceae,4162,Schizothecium,2573041,Schizothecium curvuloides,2573053,2573053,NE,,,,,,,,,,,,
5257259,Calycina populina (Fuckel) Kuntze,7541010,Calycellina populina (Fuckel) Höhn.,8,SYNONYM,Fungi,5,Ascomycota,95,Leotiomycetes,179,Rhytismatales,1278,Pezizellaceae,3298457,Calycellina,2585724,Calycellina populina,7541010,7541010,NE,,,,,,,,,,,,
7240100,Lactarius hygrophoroides Berk. & M.A.Curtis,7240100,Lactarius hygrophoroides Berk. & M.A.Curtis,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Lactarius,2532156,Lactarius hygrophoroides,7240100,7240100,,,,,,,,,,,,,
7809391,Mycena rutilantiformis (Murrill) Murrill,7809391,Mycena rutilantiformis (Murrill) Murrill,17,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Mycena,5955261,Mycena rutilantiformis,7809391,7809391,NE,,,,,,,,,,,,
7894090,Hygrocybe marginata var. olivacea (A.H.Sm. & Hesler) Bessette, A.R.Bessette, Roody & W.E.Sturgeon,2538406,5,VARIETY,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Humidicutis,2538397,2538397,Humidicutis marginata,2538406,,,,,,,,,,,
8595864,Laccaria fraterna (Sacc.) Pegler,8595864,Laccaria fraterna (Sacc.) Pegler,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hydnangiaceae,8445,Laccaria,2526677,Laccaria fraterna,8595864,8595864,NE,,,,,,,,,,,,
8622852,Protoparmeliopsis muralis (Schreb.) M.Choisy,8622852,Protoparmeliopsis muralis (Schreb.) M.Choisy,66,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecanoraceae,4828,Protoparmeliopsis,7248516,Protoparmeliopsis muralis,8622852,8622852,NE,,,,,,,,,,,,
8667079,Clitocybe parilis (Fr.) Sacc.,7244239,Rhodocybe parilis (Fr.) Singer,1,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Entolomataceae,4174,Rhodocybe,2532166,Rhodocybe parilis,7244239,7244239,NE,,,,,,,,,,,,
12068662,Phlegmacium subsolitarium (A.H.Sm.) Niskanen & Liimat.,2022,3348411,Cortinarius subsolitarius A.H.Sm.,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius subsolitarius,Cortinarius subsolitarius,3348411,NE,,,,,,,,,,,
4156,Ceratocystidaceae,4156,Ceratocystidaceae,10,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Microascales,1059,Ceratocystidaceae,4156,,,,,,,,,,,,,,,,,,
8356,Arthopyreniaceae,8356,Arthopyreniaceae,3,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Arthopyreniaceae,8356,,,,,,NE,,,,,,,,,,,,
2527866,Inocybe (Fr.) Fr.,1863,2527866,Inocybe (Fr.) Fr.,157,GENUS,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Inocybaceae,4177,Inocybe,2527866,2527866,,,,,,,,,,,,,
2532984,Cheimonophyllum Singer,2532984,Cheimonophyllum Singer,6,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cyphellaceae,4173,Cheimonophyllum,2532984,,,,,,,,,,,,,,,,
2541751,Ceriporiopsis consobrina (Bres.) Ryvarden,8153961,Niemelaea consobrina (Bres.) Zmitr., Ezhov & Khimich,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Phanerochaetaceae,7617,Niemelaea,7358753,Niemelaea consobrina,Niemelaea consobrina,8153961,NE,,,,,,,,,,,
2550290,Crustomyces expallens (Bres.) Hjortstam,2550290,Crustomyces expallens (Bres.) Hjortstam,3,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cystostereaceae,3291,Crustomyces,2545107,Crustomyces expallens,2550290,2550290,NE,,,,,,,,,,,,
2551415,Russula vesca Fr.,2551415,Russula vesca Fr.,9,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,Russula vesca,2551415,2551415,LC,,,,,,,,,,,,
2553747,Elmerina caryae (Schwein.) D.A.Reid,2553747,Elmerina caryae (Schwein.) D.A.Reid,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Auriculariales,1062,Aporpiaceae,3563793,Elmerina,2549455,Elmerina caryae,2553747,2553747,NE,,,,,,,,,,,,
2555201,Rhizoctonia solani J.G.Kühn,2555201,Rhizoctonia solani J.G.Kühn,11,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Cantharellales,1300,Ceratobasidiaceae,8458,Rhizoctonia,8612683,Rhizoctonia solani,2555201,2555201,NE,,,,,,,,,,,,
2593184,Choiromyces meandriformis Vittad.,2593184,Choiromyces meandriformis Vittad.,1,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Tuberaceae,4134,Choiromyces,2593180,Choiromyces meandriformis,2593184,2593184,NE,,,,,,,,,,,,
2594626,Morchella elata Fr.,2594626,Morchella elata Fr.,11,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Morchellaceae,8398,Morchella,2594601,Morchella elata,2594626,2594626,NE,,,,,,,,,,,,
2610278,Botryolepraria lesdainii (Hue) Canals, Hern.-Mar., Gómez-Bolea & Llimona,2610278, Hern.-Mar., Gómez-Bolea & Llimona,6,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Eurotiomycetes,178,Verrucariales,1043,,,,Botryolepraria,8659815,Botryolepraria lesdainii,2610278,NE,,,,,,,,
2611366,Phyllosticta paviae Desm.,2611366,Phyllosticta paviae Desm.,2,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Botryosphaeriales,1032,Phyllostictaceae,3295958,Phyllosticta,2513141,Phyllosticta paviae,2611366,2611366,NE,,,,,,,,,,,,
2619840,Didymosphaeria futilis (Berk. & Broome) Rehm,2619840,Didymosphaeria futilis (Berk. & Broome) Rehm,1,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Didymosphaeriaceae,4817,Didymosphaeria,2567106,Didymosphaeria futilis,2619840,2619840,NE,,,,,,,,,,,,
2626078,Cephalotrichum stemonitis (Pers.) Nees,2626078,Cephalotrichum stemonitis (Pers.) Nees,3,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Microascales,1059,Microascaceae,8425,Cephalotrichum,8042242,Cephalotrichum stemonitis,2626078,2626078,NE,,,,,,,,,,,,
3327192,Fayodia abundans (Peck) Singer,2538227,Clitocybula abundans (Peck) Singer,2,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Marasmiaceae,4179,Clitocybula,2532412,Clitocybula abundans,2538227,2538227,NE,,,,,,,,,,,,
3345237,Hygrocybe acutoconica (Clem.) Singer,3345237,Hygrocybe acutoconica (Clem.) Singer,21,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Hygrophoraceae,4176,Hygrocybe,2523318,Hygrocybe acutoconica,3345237,3345237,NE,,,,,,,,,,,,
3347817,Cortinarius bovinellus M.M.Moser,3347817,Cortinarius bovinellus M.M.Moser,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,Cortinarius bovinellus,3347817,3347817,NE,,,,,,,,,,,,
3350059,Cortinarius fillionii Bidaud, Moënne-Locc. & Reumaux,3350059,Cortinarius fillionii Bidaud,1,SPECIES,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Cortinariaceae,4172,Cortinarius,2524960,2524960,Cortinarius fillionii,3350059,NE,,,,,,,,,,
3374231,Thekopsora vaccinii (Jørst.) Hirats.f.,8344013,Naohidemyces vaccinii (Jørst.) S.Sato, Katsuya & Y.Hirats. ex Vanderweyen & Fraiture,SPECIES,SYNONYM,Fungi,5,Basidiomycota,34,Pucciniomycetes,270,Pucciniales,1126,Pucciniastraceae,7585,Naohidemyces,2516823,Naohidemyces vaccinii,Naohidemyces vaccinii,8344013,NE,,,,,,,,,,,
3427289,Anaptychia setifera Räsänen,3427289,Anaptychia setifera Räsänen,15,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Caliciales,10861608,Physciaceae,8369,Anaptychia,8989572,Anaptychia setifera,3427289,3427289,NE,,,,,,,,,,,,
3438192,Lecidea praenubila Nyl.,3438192,Lecidea praenubila Nyl.,1,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecideales,10848190,Lecideaceae,8296,Lecidea,2569865,Lecidea praenubila,3438192,3438192,NE,,,,,,,,,,,,
3485970,Cylindrosporium salicifoliae (Trel.) Davis,3485970,Cylindrosporium salicifoliae (Trel.) Davis,7,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Ploettnerulaceae,3298038,Cylindrosporium,9319803,Cylindrosporium salicifoliae,3485970,3485970,NE,,,,,,,,,,,,
3487199,Cenangium tuberculiforme Ellis & Everh.,3487199,Cenangium tuberculiforme Ellis & Everh.,8,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Helotiales,1052,Cenangiaceae,3553794,Cenangium,2551645,Cenangium tuberculiforme,3487199,3487199,NE,,,,,,,,,,,,
5238504,Ramaria rubella (Schaeff.) R.H.Petersen,5238504,Ramaria rubella (Schaeff.) R.H.Petersen,6,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Gomphales,1303,Gomphaceae,8467,Ramaria,2521461,Ramaria rubella,5238504,5238504,NE,,,,,,,,,,,,
5240325,Amanita phalloides (Vaill. ex Fr.) Link,5240325,Amanita phalloides (Vaill. ex Fr.) Link,3,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Amanitaceae,4171,Amanita,6005964,Amanita phalloides,5240325,5240325,NE,,,,,,,,,,,,
5252730,Valsa translucens (De Not.) De Not.,5252729,Leucostoma translucens (De Not.) Höhn.,1,SYNONYM,Fungi,5,Ascomycota,95,Sordariomycetes,320,Diaporthales,1289,Valsaceae,4151,Leucostoma,2566325,Leucostoma translucens,5252729,5252729,NE,,,,,,,,,,,,
5258515,Gyromitra ambigua (P.Karst.) Harmaja,5258515,Gyromitra ambigua (P.Karst.) Harmaja,5,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Discinaceae,7005,Gyromitra,2593331,Gyromitra ambigua,5258515,5258515,NE,,,,,,,,,,,,
5258763,Humaria erinacea (Schwein.) Kanouse,2593916,Scutellinia erinaceus (Schwein.) Kuntze,2,SYNONYM,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Pyronemataceae,4131,Scutellinia,2586663,Scutellinia erinaceus,2593916,2593916,NE,,,,,,,,,,,,
5498540,Peziza waltersii Seaver,5498540,Peziza waltersii Seaver,1,ACCEPTED,Fungi,5,Ascomycota,95,Pezizomycetes,316,Pezizales,1057,Pezizaceae,8399,Peziza,8766080,Peziza waltersii,5498540,5498540,NE,,,,,,,,,,,,
6335068,Microglossum olivaceisquamulosum Grund & K.A.Harrison,6335068,Microglossum olivaceisquamulosum Grund & K.A.Harrison,1,ACCEPTED,Fungi,5,Ascomycota,95,Leotiomycetes,179,Leotiales,1053,Leotiaceae,4124,Microglossum,7677481,Microglossum olivaceisquamulosum,6335068,6335068,NE,,,,,,,,,,,,
8203769,Clavaria purpurea Fr.,2523872,Alloclavaria purpurea (O.F.Müll.) Dentinger & D.J.McLaughlin,4,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Hymenochaetales,1304,Rickenellaceae,7964361,Alloclavaria,8417032,Alloclavaria purpurea,2523872,2523872,NE,,,,,,,,,,,,
8397629,Parmelia rudecta Ach.,2605231,Punctelia rudecta (Ach.) Krog,4,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Punctelia,2605197,Punctelia rudecta,2605231,2605231,NE,,,,,,,,,,,,
8405127,Umbilicaria vellea (L.) Ach.,8405127,Umbilicaria vellea (L.) Ach.,22,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Umbilicariales,1275,Umbilicariaceae,4108,Umbilicaria,2600611,Umbilicaria vellea,8405127,8405127,NE,,,,,,,,,,,,
9227816,Trametes cinnabarina (Jacq.) Fr.,5246466,Pycnoporus cinnabarinus (Jacq.) P.Karst.,125,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Polyporaceae,3286,Pycnoporus,2543524,Pycnoporus cinnabarinus,5246466,5246466,NE,,,,,,,,,,,,
9611151,Cytospora rubi (Schwein.) Sacc.,9611151,Cytospora rubi (Schwein.) Sacc.,1,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Diaporthales,1289,Valsaceae,4151,Cytospora,7823073,Cytospora rubi,9611151,9611151,NE,,,,,,,,,,,,
3290,Ganodermataceae,3290,Ganodermataceae,47,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Polyporales,1145,Ganodermataceae,3290,,,,,,NE,,,,,,,,,,,,
2519875,Asterostroma Massee,2519875,Asterostroma Massee,16,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Lachnocladiaceae,7611,Asterostroma,2519875,,,,,,,,,,,,,,,,
2524323,Strobilomyces Berk.,2524323,Strobilomyces Berk.,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Strobilomyces,2524323,,,,,,,,,,,,,,,,
2524797,Porphyrellus porphyrosporus (Fr. & Hök) E.-J.Gilbert,2524797,Porphyrellus porphyrosporus (Fr. & Hök) E.-J.Gilbert,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Boletales,1063,Boletaceae,8789,Porphyrellus,7240441,Porphyrellus porphyrosporus,2524797,2524797,NE,,,,,,,,,,,,
2527736,Roridomyces roridus (Fr.) Rexer,2527736,Roridomyces roridus (Fr.) Rexer,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Mycenaceae,4180,Roridomyces,2527727,Roridomyces roridus,2527736,2527736,NE,,,,,,,,,,,,
2529785,Conocybe tenera (Schaeff.) Fayod,2529785,Conocybe tenera (Schaeff.) Fayod,5,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Bolbitiaceae,8440,Conocybe,2529714,Conocybe tenera,2529785,2529785,NE,,,,,,,,,,,,
2536054,Calvatia cyathiformis (Bosc) Morgan,2536054,Calvatia cyathiformis (Bosc) Morgan,27,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Agaricaceae,4170,Calvatia,9330501,Calvatia cyathiformis,2536054,2536054,NE,,,,,,,,,,,,
2551323,Russula acetolens Rauschert,2551392,Russula risigallina (Batsch) Sacc.,3,SYNONYM,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Russulales,1144,Russulaceae,7609,Russula,2551169,Russula risigallina,2551392,2551392,NE,,,,,,,,,,,,
2560156,Scutellospora C.Walker & F.E.Sanders,2560156,Scutellospora C.Walker & F.E.Sanders,8,ACCEPTED,Fungi,5,Glomeromycota,18,Glomeromycetes,156,Diversisporales,533,Gigasporaceae,7622,Scutellospora,2560156,,,,,,,,,,,,,,,,
2562443,Acremonium persicinum (Nicot) W.Gams,2562443,Acremonium persicinum (Nicot) W.Gams,3,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Hypocreales,1290,Bionectriaceae,8416,Acremonium,2560451,Acremonium persicinum,2562443,2562443,NE,,,,,,,,,,,,
2591946,Acremoniella atra (Corda) Sacc.,2591946,Acremoniella atra (Corda) Sacc.,2,ACCEPTED,Fungi,5,Ascomycota,95,,,,,,,Acremoniella,2565838,Acremoniella atra,2591946,2591946,NE,,,,,,,,,,,,
2606956,Lecanora pseudistera Nyl.,10812109,Omphalodina pseudistera (Nyl.) S.Y.Kondr., L.Lőkös & Farkas,SPECIES,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecanoraceae,4828,Omphalodina,7248559,Omphalodina pseudistera,Omphalodina pseudistera,10812109,NE,,,,,,,,,,,
2607655,Cladonia cariosa (Ach.) Spreng.,2607655,Cladonia cariosa (Ach.) Spreng.,63,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Cladoniaceae,8328,Cladonia,2607519,Cladonia cariosa,2607655,2607655,NE,,,,,,,,,,,,
2607692,Cladonia crispata var. cetrariiformis (Delise) Vain.,2607692,Cladonia crispata var. cetrariiformis (Delise) Vain.,2,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Cladoniaceae,8328,Cladonia,2607519,Cladonia crispata,6606832,6606832,,,,,,,,,,,,,
3314587,Basidiodendron subreniforme Luck-Allen,3314587,Basidiodendron subreniforme Luck-Allen,1,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Auriculariales,1062,,,Basidiodendron,7668534,Basidiodendron subreniforme,3314587,3314587,NE,,,,,,,,,,,,
3321562,Marasmius bellipes Morgan,3321562,Marasmius bellipes Morgan,2,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Marasmiaceae,4179,Marasmius,2526678,Marasmius bellipes,3321562,3321562,NE,,,,,,,,,,,,
