"years_covered","first_year","last_year","time_depth","fid","within_quebec","geom"
2,1979,2019,41,855544,True,"MULTIPOLYGON(((-68.09603632803598 53.74090104049521,-68.54519397009572 53.89399371533502,-68.54519397009572 54.19850365951542,-68.09603632803598 54.34992286598044,-67.6468786859762 54.19850365951542,-67.6468786859762 53.89399371533502,-68.09603632803598 53.74090104049521)))"
6,1979,2010,32,855545,True,"MULTIPOLYGON(((-68.09603632803598 54.65109468086872,-68.54519397009572 54.80084929792614,-68.54519397009572 55.098701058943526,-68.09603632803598 55.24680027961811,-67.6468786859762 55.098701058943526,-67.6468786859762 54.80084929792614,-68.09603632803598 54.65109468086872)))"
10,1899,2013,115,855546,True,"MULTIPOLYGON(((-68.09603632803598 55.54135067495744,-68.54519397009572 55.68780399105903,-68.54519397009572 55.9790722914612,-68.09603632803598 56.123889478634865,-67.6468786859762 55.9790722914612,-67.6468786859762 55.68780399105903,-68.09603632803598 55.54135067495744)))"
7,1899,2012,114,855547,True,"MULTIPOLYGON(((-68.09603632803598 56.41189550781593,-68.54519397009572 56.55508661092018,-68.54519397009572 56.839850716659654,-68.09603632803598 56.98142603547739,-67.6468786859762 56.839850716659654,-67.6468786859762 56.55508661092018,-68.09603632803598 56.41189550781593)))"
1,2018,2018,1,855548,True,"MULTIPOLYGON(((-68.09603632803598 57.26296906137591,-68.54519397009572 57.40293913666191,-68.54519397009572 57.681282394574936,-68.09603632803598 57.81965799444261,-67.6468786859762 57.681282394574936,-67.6468786859762 57.40293913666191,-68.09603632803598 57.26296906137591)))"
20,1899,2020,122,855549,True,"MULTIPOLYGON(((-68.09603632803598 58.09482323759508,-68.54519397009572 58.23161534424471,-68.54519397009572 58.503624741029995,-68.09603632803598 58.63884453781967,-67.6468786859762 58.503624741029995,-67.6468786859762 58.23161534424471,-68.09603632803598 58.09482323759508)))"
28,1923,2017,95,855550,True,"MULTIPOLYGON(((-67.6468786859762 47.32573259083572,-68.09603632803598 47.50121581120846,-68.09603632803598 47.850428750131066,-67.6468786859762 48.024159135835944,-67.19772104391645 47.850428750131066,-67.19772104391645 47.50121581120846,-67.6468786859762 47.32573259083572)))"
66,1885,2020,136,855551,True,"MULTIPOLYGON(((-67.6468786859762 48.3698695606592,-68.09603632803598 48.54185038840175,-68.09603632803598 48.884065394003045,-67.6468786859762 49.0543004778452,-67.19772104391645 48.884065394003045,-67.19772104391645 48.54185038840175,-67.6468786859762 48.3698695606592)))"
38,1958,2020,63,855552,True,"MULTIPOLYGON(((-67.6468786859762 49.3930282153543,-68.09603632803598 49.56152188828269,-68.09603632803598 49.89677152835408,-67.6468786859762 50.06352862398913,-67.19772104391645 49.89677152835408,-67.19772104391645 49.56152188828269,-67.6468786859762 49.3930282153543)))"
37,1975,2018,44,855553,True,"MULTIPOLYGON(((-67.6468786859762 50.39531032037834,-68.09603632803598 50.56033615484632,-68.09603632803598 50.88866100833348,-67.6468786859762 51.05196136232246,-67.19772104391645 50.88866100833348,-67.19772104391645 50.56033615484632,-67.6468786859762 50.39531032037834)))"
32,1977,2018,42,855554,True,"MULTIPOLYGON(((-67.6468786859762 51.37684138502317,-68.09603632803598 51.538422486042094,-68.09603632803598 51.85987056614272,-67.6468786859762 52.01973907100145,-67.19772104391645 51.85987056614272,-67.19772104391645 51.538422486042094,-67.6468786859762 51.37684138502317)))"
31,1977,2020,44,855555,True,"MULTIPOLYGON(((-67.6468786859762 52.33776893795314,-68.09603632803598 52.49593191547987,-68.09603632803598 52.81055810568268,-67.6468786859762 52.96702301969378,-67.19772104391645 52.81055810568268,-67.19772104391645 52.49593191547987,-67.6468786859762 52.33776893795314)))"
1,2012,2012,1,855556,True,"MULTIPOLYGON(((-67.6468786859762 53.27826084269948,-68.09603632803598 53.43303553523545,-68.09603632803598 53.74090104049521,-67.6468786859762 53.89399371533502,-67.19772104391645 53.74090104049521,-67.19772104391645 53.43303553523545,-67.6468786859762 53.27826084269948)))"
1,2008,2008,1,855557,True,"MULTIPOLYGON(((-67.6468786859762 54.19850365951542,-68.09603632803598 54.34992286598044,-68.09603632803598 54.65109468086872,-67.6468786859762 54.80084929792614,-67.19772104391645 54.65109468086872,-67.19772104391645 54.34992286598044,-67.6468786859762 54.19850365951542)))"
10,1899,2012,114,855558,True,"MULTIPOLYGON(((-67.6468786859762 55.098701058943526,-68.09603632803598 55.24680027961811,-68.09603632803598 55.54135067495744,-67.6468786859762 55.68780399105903,-67.19772104391645 55.54135067495744,-67.19772104391645 55.24680027961811,-67.6468786859762 55.098701058943526)))"
7,1899,2012,114,855559,True,"MULTIPOLYGON(((-67.6468786859762 55.9790722914612,-68.09603632803598 56.123889478634865,-68.09603632803598 56.41189550781593,-67.6468786859762 56.55508661092018,-67.19772104391645 56.41189550781593,-67.19772104391645 56.123889478634865,-67.6468786859762 55.9790722914612)))"
9,1899,2018,120,855560,True,"MULTIPOLYGON(((-67.6468786859762 56.839850716659654,-68.09603632803598 56.98142603547739,-68.09603632803598 57.26296906137591,-67.6468786859762 57.40293913666191,-67.19772104391645 57.26296906137591,-67.19772104391645 56.98142603547739,-67.6468786859762 56.839850716659654)))"
2,2003,2018,16,855561,True,"MULTIPOLYGON(((-67.6468786859762 57.681282394574936,-68.09603632803598 57.81965799444261,-68.09603632803598 58.09482323759508,-67.6468786859762 58.23161534424471,-67.19772104391645 58.09482323759508,-67.19772104391645 57.81965799444261,-67.6468786859762 57.681282394574936)))"
51,1900,2020,121,855562,True,"MULTIPOLYGON(((-67.19772104391645 47.850428750131066,-67.6468786859762 48.024159135835944,-67.6468786859762 48.3698695606592,-67.19772104391645 48.54185038840175,-66.74856340185669 48.3698695606592,-66.74856340185669 48.024159135835944,-67.19772104391645 47.850428750131066)))"
75,1865,2020,156,855563,True,"MULTIPOLYGON(((-67.19772104391645 48.884065394003045,-67.6468786859762 49.0543004778452,-67.6468786859762 49.3930282153543,-67.19772104391645 49.56152188828269,-66.74856340185669 49.3930282153543,-66.74856340185669 49.0543004778452,-67.19772104391645 48.884065394003045)))"
42,1917,2020,104,855564,True,"MULTIPOLYGON(((-67.19772104391645 49.89677152835408,-67.6468786859762 50.06352862398913,-67.6468786859762 50.39531032037834,-67.19772104391645 50.56033615484632,-66.74856340185669 50.39531032037834,-66.74856340185669 50.06352862398913,-67.19772104391645 49.89677152835408)))"
34,1917,2020,104,855565,True,"MULTIPOLYGON(((-67.19772104391645 50.88866100833348,-67.6468786859762 51.05196136232246,-67.6468786859762 51.37684138502317,-67.19772104391645 51.538422486042094,-66.74856340185669 51.37684138502317,-66.74856340185669 51.05196136232246,-67.19772104391645 50.88866100833348)))"
31,1917,2020,104,855566,True,"MULTIPOLYGON(((-67.19772104391645 51.85987056614272,-67.6468786859762 52.01973907100145,-67.6468786859762 52.33776893795314,-67.19772104391645 52.49593191547987,-66.74856340185669 52.33776893795314,-66.74856340185669 52.01973907100145,-67.19772104391645 51.85987056614272)))"
17,1992,2019,28,855567,True,"MULTIPOLYGON(((-67.19772104391645 52.81055810568268,-67.6468786859762 52.96702301969378,-67.6468786859762 53.27826084269948,-67.19772104391645 53.43303553523545,-66.74856340185669 53.27826084269948,-66.74856340185669 52.96702301969378,-67.19772104391645 52.81055810568268)))"
30,1899,2019,121,855569,True,"MULTIPOLYGON(((-67.19772104391645 54.65109468086872,-67.6468786859762 54.80084929792614,-67.6468786859762 55.098701058943526,-67.19772104391645 55.24680027961811,-66.74856340185669 55.098701058943526,-66.74856340185669 54.80084929792614,-67.19772104391645 54.65109468086872)))"
7,1899,2012,114,855570,True,"MULTIPOLYGON(((-67.19772104391645 55.54135067495744,-67.6468786859762 55.68780399105903,-67.6468786859762 55.9790722914612,-67.19772104391645 56.123889478634865,-66.74856340185669 55.9790722914612,-66.74856340185669 55.68780399105903,-67.19772104391645 55.54135067495744)))"
3,1899,2012,114,855571,True,"MULTIPOLYGON(((-67.19772104391645 56.41189550781593,-67.6468786859762 56.55508661092018,-67.6468786859762 56.839850716659654,-67.19772104391645 56.98142603547739,-66.74856340185669 56.839850716659654,-66.74856340185669 56.55508661092018,-67.19772104391645 56.41189550781593)))"
1,2018,2018,1,855572,True,"MULTIPOLYGON(((-67.19772104391645 57.26296906137591,-67.6468786859762 57.40293913666191,-67.6468786859762 57.681282394574936,-67.19772104391645 57.81965799444261,-66.74856340185669 57.681282394574936,-66.74856340185669 57.40293913666191,-67.19772104391645 57.26296906137591)))"
2,1948,2018,71,855573,True,"MULTIPOLYGON(((-67.19772104391645 58.09482323759508,-67.6468786859762 58.23161534424471,-67.6468786859762 58.503624741029995,-67.19772104391645 58.63884453781967,-66.74856340185669 58.503624741029995,-66.74856340185669 58.23161534424471,-67.19772104391645 58.09482323759508)))"
31,1952,2019,68,855574,True,"MULTIPOLYGON(((-66.74856340185669 47.32573259083572,-67.19772104391645 47.50121581120846,-67.19772104391645 47.850428750131066,-66.74856340185669 48.024159135835944,-66.29940575979693 47.850428750131066,-66.29940575979693 47.50121581120846,-66.74856340185669 47.32573259083572)))"
49,1921,2020,100,855575,True,"MULTIPOLYGON(((-66.74856340185669 48.3698695606592,-67.19772104391645 48.54185038840175,-67.19772104391645 48.884065394003045,-66.74856340185669 49.0543004778452,-66.29940575979693 48.884065394003045,-66.29940575979693 48.54185038840175,-66.74856340185669 48.3698695606592)))"
46,1970,2020,51,855576,True,"MULTIPOLYGON(((-66.74856340185669 49.3930282153543,-67.19772104391645 49.56152188828269,-67.19772104391645 49.89677152835408,-66.74856340185669 50.06352862398913,-66.29940575979693 49.89677152835408,-66.29940575979693 49.56152188828269,-66.74856340185669 49.3930282153543)))"
33,1917,2018,102,855577,True,"MULTIPOLYGON(((-66.74856340185669 50.39531032037834,-67.19772104391645 50.56033615484632,-67.19772104391645 50.88866100833348,-66.74856340185669 51.05196136232246,-66.29940575979693 50.88866100833348,-66.29940575979693 50.56033615484632,-66.74856340185669 50.39531032037834)))"
30,1917,2018,102,855578,True,"MULTIPOLYGON(((-66.74856340185669 51.37684138502317,-67.19772104391645 51.538422486042094,-67.19772104391645 51.85987056614272,-66.74856340185669 52.01973907100145,-66.29940575979693 51.85987056614272,-66.29940575979693 51.538422486042094,-66.74856340185669 51.37684138502317)))"
33,1976,2020,45,855579,True,"MULTIPOLYGON(((-66.74856340185669 52.33776893795314,-67.19772104391645 52.49593191547987,-67.19772104391645 52.81055810568268,-66.74856340185669 52.96702301969378,-66.29940575979693 52.81055810568268,-66.29940575979693 52.49593191547987,-66.74856340185669 52.33776893795314)))"
2,1975,2008,34,855581,True,"MULTIPOLYGON(((-66.74856340185669 54.19850365951542,-67.19772104391645 54.34992286598044,-67.19772104391645 54.65109468086872,-66.74856340185669 54.80084929792614,-66.29940575979693 54.65109468086872,-66.29940575979693 54.34992286598044,-66.74856340185669 54.19850365951542)))"
8,1899,2012,114,855582,True,"MULTIPOLYGON(((-66.74856340185669 55.098701058943526,-67.19772104391645 55.24680027961811,-67.19772104391645 55.54135067495744,-66.74856340185669 55.68780399105903,-66.29940575979693 55.54135067495744,-66.29940575979693 55.24680027961811,-66.74856340185669 55.098701058943526)))"
2,1899,2012,114,855583,True,"MULTIPOLYGON(((-66.74856340185669 55.9790722914612,-67.19772104391645 56.123889478634865,-67.19772104391645 56.41189550781593,-66.74856340185669 56.55508661092018,-66.29940575979693 56.41189550781593,-66.29940575979693 56.123889478634865,-66.74856340185669 55.9790722914612)))"
2,1990,2018,29,855585,True,"MULTIPOLYGON(((-66.74856340185669 57.681282394574936,-67.19772104391645 57.81965799444261,-67.19772104391645 58.09482323759508,-66.74856340185669 58.23161534424471,-66.29940575979693 58.09482323759508,-66.29940575979693 57.81965799444261,-66.74856340185669 57.681282394574936)))"
1,2018,2018,1,855586,True,"MULTIPOLYGON(((-66.74856340185669 58.503624741029995,-67.19772104391645 58.63884453781967,-67.19772104391645 58.90772064628476,-66.74856340185669 59.04137950514466,-66.29940575979693 58.90772064628476,-66.29940575979693 58.63884453781967,-66.74856340185669 58.503624741029995)))"
67,1905,2020,116,855587,True,"MULTIPOLYGON(((-66.29940575979693 47.850428750131066,-66.74856340185669 48.024159135835944,-66.74856340185669 48.3698695606592,-66.29940575979693 48.54185038840175,-65.85024811773717 48.3698695606592,-65.85024811773717 48.024159135835944,-66.29940575979693 47.850428750131066)))"
65,1900,2020,121,855588,True,"MULTIPOLYGON(((-66.29940575979693 48.884065394003045,-66.74856340185669 49.0543004778452,-66.74856340185669 49.3930282153543,-66.29940575979693 49.56152188828269,-65.85024811773717 49.3930282153543,-65.85024811773717 49.0543004778452,-66.29940575979693 48.884065394003045)))"
74,1867,2020,154,855589,True,"MULTIPOLYGON(((-66.29940575979693 49.89677152835408,-66.74856340185669 50.06352862398913,-66.74856340185669 50.39531032037834,-66.29940575979693 50.56033615484632,-65.85024811773717 50.39531032037834,-65.85024811773717 50.06352862398913,-66.29940575979693 49.89677152835408)))"
31,1977,2018,42,855590,True,"MULTIPOLYGON(((-66.29940575979693 50.88866100833348,-66.74856340185669 51.05196136232246,-66.74856340185669 51.37684138502317,-66.29940575979693 51.538422486042094,-65.85024811773717 51.37684138502317,-65.85024811773717 51.05196136232246,-66.29940575979693 50.88866100833348)))"
25,1977,2013,37,855591,True,"MULTIPOLYGON(((-66.29940575979693 51.85987056614272,-66.74856340185669 52.01973907100145,-66.74856340185669 52.33776893795314,-66.29940575979693 52.49593191547987,-65.85024811773717 52.33776893795314,-65.85024811773717 52.01973907100145,-66.29940575979693 51.85987056614272)))"
2,1985,2012,28,855592,True,"MULTIPOLYGON(((-66.29940575979693 52.81055810568268,-66.74856340185669 52.96702301969378,-66.74856340185669 53.27826084269948,-66.29940575979693 53.43303553523545,-65.85024811773717 53.27826084269948,-65.85024811773717 52.96702301969378,-66.29940575979693 52.81055810568268)))"
5,1899,2012,114,855593,True,"MULTIPOLYGON(((-66.29940575979693 54.65109468086872,-66.74856340185669 54.80084929792614,-66.74856340185669 55.098701058943526,-66.29940575979693 55.24680027961811,-65.85024811773717 55.098701058943526,-65.85024811773717 54.80084929792614,-66.29940575979693 54.65109468086872)))"
6,1899,2012,114,855594,True,"MULTIPOLYGON(((-66.29940575979693 55.54135067495744,-66.74856340185669 55.68780399105903,-66.74856340185669 55.9790722914612,-66.29940575979693 56.123889478634865,-65.85024811773717 55.9790722914612,-65.85024811773717 55.68780399105903,-66.29940575979693 55.54135067495744)))"
4,1899,2019,121,855595,True,"MULTIPOLYGON(((-66.29940575979693 56.41189550781593,-66.74856340185669 56.55508661092018,-66.74856340185669 56.839850716659654,-66.29940575979693 56.98142603547739,-65.85024811773717 56.839850716659654,-65.85024811773717 56.55508661092018,-66.29940575979693 56.41189550781593)))"
1,2018,2018,1,855596,True,"MULTIPOLYGON(((-66.29940575979693 57.26296906137591,-66.74856340185669 57.40293913666191,-66.74856340185669 57.681282394574936,-66.29940575979693 57.81965799444261,-65.85024811773717 57.681282394574936,-65.85024811773717 57.40293913666191,-66.29940575979693 57.26296906137591)))"
3,1993,2018,26,855597,True,"MULTIPOLYGON(((-66.29940575979693 58.09482323759508,-66.74856340185669 58.23161534424471,-66.74856340185669 58.503624741029995,-66.29940575979693 58.63884453781967,-65.85024811773717 58.503624741029995,-65.85024811773717 58.23161534424471,-66.29940575979693 58.09482323759508)))"
2,2007,2009,3,855598,True,"MULTIPOLYGON(((-66.29940575979693 58.90772064628476,-66.74856340185669 59.04137950514466,-66.74856340185669 59.307145248161845,-66.29940575979693 59.43925471735169,-65.85024811773717 59.307145248161845,-65.85024811773717 59.04137950514466,-66.29940575979693 58.90772064628476)))"
17,1978,2005,28,855599,True,"MULTIPOLYGON(((-65.85024811773717 47.32573259083572,-66.29940575979693 47.50121581120846,-66.29940575979693 47.850428750131066,-65.85024811773717 48.024159135835944,-65.4010904756774 47.850428750131066,-65.4010904756774 47.50121581120846,-65.85024811773717 47.32573259083572)))"
73,1881,2020,140,855600,True,"MULTIPOLYGON(((-65.85024811773717 48.3698695606592,-66.29940575979693 48.54185038840175,-66.29940575979693 48.884065394003045,-65.85024811773717 49.0543004778452,-65.4010904756774 48.884065394003045,-65.4010904756774 48.54185038840175,-65.85024811773717 48.3698695606592)))"
