"geom","min_year","max_year","year_interval","year_count","id"
"POINT(-64.554866 46.218937)",2008,2009,1,"2",15717
"POINT(-56.383301 46.711721)",1972,1982,10,"10",14921
"POINT(-65.50048 43.2532)",1971,1979,8,"3",12646
"POINT(-49.931212 51.171824)",1983,2011,28,"29",14384
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12324
"POINT(-55.3 46)",1959,1993,34,"35",13285
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12819
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12597
"POINT(-58.452138 49.69674)",1971,1994,23,"22",10237
"POINT(-65.62222 47.65259)",2009,2010,1,"2",15422
"POINT(-59.853639 59.286076)",1978,1991,13,"6",10964
"POINT(-61.56738 44.19795)",1996,2008,12,"9",11599
"POINT(-58.635512 47.364248)",1972,1994,22,"21",10873
"POINT(-63.728047 47.637685)",1977,1994,17,"9",10333
"POINT(-56 52)",1971,2010,39,"40",11218
"POINT(-53.864595 53.910492)",1977,1982,5,"3",10925
"POINT(-56.33304 48.60645)",1980,2016,36,"37",12745
"POINT(-72.957967 46.778085)",2000,2001,1,"2",15835
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10531
"POINT(-50.75978 47.607599)",1970,1994,24,"25",10189
"POINT(-66.214847 41.627502)",1980,1993,13,"11",10988
"POINT(-72.47958 46.88236)",2016,2021,5,"2",15906
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12439
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12501
"POINT(-63.728047 47.637685)",1985,1990,5,"3",10855
"POINT(-70.87637 46.85767)",2016,2018,2,"3",16191
"POINT(-77.72313 43.99472)",2008,2015,7,"2",13797
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12582
"POINT(-59 44.1)",1976,1990,14,"15",13237
"POINT(-69.666667 48.15)",1994,2004,10,"11",12917
"POINT(-72 54)",1970,2014,44,"45",12827
"POINT(-50.521046 49.772834)",1975,2006,31,"32",14618
"POINT(-65.090012 44.451082)",1996,1997,1,"2",14068
"POINT(-71.71751 46.41901)",2016,2021,5,"5",15951
"POINT(-65.63232 43.2452)",1970,2010,40,"41",14261
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10773
"POINT(-58.452138 49.69674)",1977,1994,17,"6",10740
"POINT(-61.36333 41.90833)",1970,2000,30,"31",11196
"POINT(-73.19306 45.5675)",1966,1976,10,"10",12977
"POINT(-58.02978 50.13466)",1973,2003,30,"31",14367
"POINT(-51 49.15)",1980,1996,16,"17",13367
"POINT(-63 45)",1991,2000,9,"6",9998
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12236
"POINT(-63.758716 46.383956)",2007,2010,3,"4",15512
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10743
"POINT(-52.782383 44.683779)",1970,1994,24,"24",10514
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12136
"POINT(-62.547863 46.172776)",2005,2010,5,"5",15098
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10152
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12216
"POINT(-58.635512 47.364248)",1971,1994,23,"22",10513
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13762
"POINT(-59.853639 59.286076)",1978,1991,13,"4",10641
"POINT(-63.165833 46.420833)",2011,2014,3,"2",15195
"POINT(-64.8083 47.67109)",2009,2010,1,"2",15638
"POINT(-59.348941 46.441917)",1970,1993,23,"24",10587
"POINT(-61.56738 44.19795)",1973,1980,7,"4",12254
"POINT(-48.319336 48.138699)",1984,1995,11,"12",14950
"POINT(-56 49)",1990,2010,20,"21",11215
"POINT(-61.56738 44.19795)",1970,1981,11,"10",11367
"POINT(-58.452138 49.69674)",1981,1994,13,"7",10816
"POINT(-76.794435 44.062208)",1992,2018,26,"27",13619
"POINT(-70.87637 46.85767)",2016,2021,5,"6",16103
"POINT(-59.853639 59.286076)",1978,1988,10,"4",10231
"POINT(-65.50048 43.2532)",1995,2016,21,"8",11559
"POINT(-48.319336 48.138699)",1985,1995,10,"11",14855
"POINT(-63.446958 46.46855)",2011,2014,3,"2",15234
"POINT(-64.646046 47.789535)",2011,2014,3,"2",15298
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12362
"POINT(-63.739472 45.85055)",2008,2009,1,"2",15563
"POINT(-67.064717 44.266029)",1971,1993,22,"20",10583
"POINT(-69.666667 48.15)",1994,2005,11,"12",12908
"POINT(-82.89183 35.26499)",1974,1981,7,"8",12987
"POINT(-64.8083 47.67109)",2009,2010,1,"2",15769
"POINT(-65.50048 43.2532)",1995,2016,21,"21",11619
"POINT(-72.82857 45.04889)",2016,2019,3,"2",16210
"POINT(-74.018383 39.10066)",1975,2005,30,"31",14320
"POINT(-62.74132 45.67583)",2004,2010,6,"7",15587
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11375
"POINT(-86 50)",1970,2014,44,"45",12656
"POINT(-63 47)",1971,2016,45,"44",10034
"POINT(-59 49.25)",1965,2017,52,"53",14779
"POINT(-59.348941 46.441917)",1970,1990,20,"10",10796
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11804
"POINT(-62.735984 45.290147)",1970,2014,44,"45",12710
"POINT(-72 40)",1973,2016,43,"44",14445
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12514
"POINT(-56 52)",1974,2014,40,"41",12833
"POINT(-69.041914 40.95268)",1969,2008,39,"40",14616
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12719
"POINT(-62.74132 45.67583)",2004,2010,6,"5",15138
"POINT(-64.56477 46.273319)",2007,2010,3,"4",15399
"POINT(-50 43.083333)",2002,2011,9,"10",13444
"POINT(-60.79843 53.003392)",1974,2014,40,"41",12816
"POINT(-64.554866 46.218937)",2011,2014,3,"2",15243
"POINT(-62.04944 46.02944)",1971,1995,24,"25",11190
"POINT(-63 47)",1978,2009,31,"32",11234
"POINT(-62.547863 46.172776)",2005,2010,5,"4",15652
"POINT(-59 49.25)",1965,2017,52,"53",14472
"POINT(-79.37806 44.73333)",1980,1987,7,"8",13360
"POINT(-70.87637 46.85767)",2016,2021,5,"5",16034
"POINT(-51.3 44.3)",1968,1986,18,"19",13151
"POINT(-65.029957 47.777114)",2004,2010,6,"7",15535
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11616
"POINT(-86 50)",1970,2014,44,"45",12763
"POINT(-59.348941 46.441917)",1970,1994,24,"7",10554
"POINT(-66.11572 44.8247)",1997,2012,15,"16",14549
"POINT(-61.56738 44.19795)",1995,2016,21,"20",11507
"POINT(-59 49.25)",1965,2017,52,"53",14723
"POINT(-59.853639 59.286076)",1978,1991,13,"4",10824
"POINT(-74.018383 39.10066)",1967,2005,38,"39",14344
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12303
"POINT(-71.71751 46.41901)",2018,2020,2,"2",16175
"POINT(-78.523333 45.595278)",1972,1991,19,"19",11275
"POINT(-65.57426 46.98624)",2011,2014,3,"2",15188
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13791
"POINT(-64.965766 47.341712)",2011,2014,3,"2",15350
"POINT(-60.79843 53.003392)",1980,2014,34,"35",12871
"POINT(-55.995809 46.034584)",1974,1994,20,"12",10786
"POINT(-61.56738 44.19795)",1982,1993,11,"12",11893
"POINT(-78.523333 45.595278)",1952,1995,43,"43",12956
"POINT(-72 54)",1970,2014,44,"45",12784
"POINT(-64.657552 47.746584)",2004,2010,6,"7",15075
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16142
"POINT(-61.1985 45.9668)",1996,1997,1,"2",14088
"POINT(-65.50048 43.2532)",1970,1981,11,"11",11610
"POINT(-60.3 44.1)",1967,1990,23,"24",13249
"POINT(-52.121122 50.695322)",1973,1994,21,"15",10425
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13569
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13644
"POINT(-52.782383 44.683779)",1975,1994,19,"14",10351
"POINT(-79.146454 46.634905)",2002,2004,2,"3",10113
"POINT(-82.5 42.166667)",1990,2010,20,"21",13000
"POINT(-55.3 46)",1959,1993,34,"35",13411
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10532
"POINT(-65.562778 46.995278)",2011,2014,3,"2",15443
"POINT(-53.864595 53.910492)",1970,1994,24,"23",10466
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12298
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10157
"POINT(-79.85068 43.28331)",2006,2015,9,"6",13862
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12213
"POINT(-71.71751 46.41901)",2016,2021,5,"5",16205
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16044
"POINT(-68.526458 40.575228)",1982,2016,34,"35",14787
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16218
"POINT(-72.88129 46.69751)",2016,2020,4,"4",16027
"POINT(-58.452138 49.69674)",1970,1994,24,"24",10748
"POINT(-63.446958 46.46855)",2004,2010,6,"7",15068
"POINT(-63 47)",1971,2016,45,"46",10058
"POINT(-61.56738 44.19795)",2011,2015,4,"2",12577
"POINT(-66.486934 47.136578)",2001,2002,1,"2",15861
"POINT(-55.995809 46.034584)",1970,1994,24,"24",10834
"POINT(-58.635512 47.364248)",1973,1994,21,"10",10440
"POINT(-58.02978 50.13466)",1973,2003,30,"31",14192
"POINT(-50.3 44.3)",1965,1986,21,"22",13305
"POINT(-64.861867 46.665292)",2006,2010,4,"5",15636
"POINT(-64.951922 46.75123)",2009,2010,1,"2",15702
"POINT(-62.735984 45.290147)",1970,2014,44,"45",12873
"POINT(-84.499722 49.25)",1995,2006,11,"12",9993
"POINT(-66.214847 41.627502)",1980,1993,13,"10",10246
"POINT(-59.348941 46.441917)",1974,1994,20,"16",10604
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11794
"POINT(-59 50)",1985,2003,18,"19",11226
"POINT(-61.56738 44.19795)",1995,2016,21,"20",11774
"POINT(-62.44628 43.89789)",1974,2008,34,"35",14313
"POINT(-79.37806 44.73333)",1980,1987,7,"8",13171
"POINT(-82.5 42.166667)",1972,2002,30,"2",10130
"POINT(-48.319336 48.138699)",1975,1982,7,"8",14881
"POINT(-50.521046 49.772834)",1975,2006,31,"32",14674
"POINT(-76.794435 44.062208)",1992,2018,26,"27",14027
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12116
"POINT(-66.214847 41.627502)",1981,1993,12,"8",10768
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12193
"POINT(-53.864595 53.910492)",1976,1990,14,"10",10784
"POINT(-63.06152 46.75491)",1970,2011,41,"42",14282
"POINT(-64.861867 46.665292)",2011,2014,3,"2",15613
"POINT(-72.88129 46.69751)",2016,2021,5,"6",15922
"POINT(-59.12841 47.47266)",1974,2010,36,"37",14468
"POINT(-65.25 44.333333)",1996,1997,1,"2",14091
"POINT(-61.164851 45.857738)",1996,1997,1,"2",14079
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13641
"POINT(-61.56738 44.19795)",1998,2009,11,"3",12108
"POINT(-56.33304 48.60645)",1980,2016,36,"37",12736
"POINT(-66.089296 44.42804)",1999,2006,7,"8",11140
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14634
"POINT(-53.864595 53.910492)",1985,1992,7,"5",10336
"POINT(-63.728047 47.637685)",1972,1994,22,"21",10677
"POINT(-63 47)",1978,1990,12,"13",13372
"POINT(-61.455567 46.07815)",2008,2010,2,"3",15485
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10843
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13585
"POINT(-63.394728 46.363106)",2001,2002,1,"2",15852
"POINT(-63.902612 46.237205)",2001,2003,2,"3",10071
"POINT(-61.87121 45.68314)",2011,2014,3,"2",15624
"POINT(-61.56738 44.19795)",1995,2016,21,"18",11921
"POINT(-73.107078 52.941847)",1970,2014,44,"45",12711
"POINT(-76.794435 44.062208)",1992,2018,26,"27",13678
"POINT(-65.50048 43.2532)",1995,2016,21,"17",11370
"POINT(-58.452138 49.69674)",1970,1994,24,"22",10911
"POINT(-77.80861 43.698439)",1997,2012,15,"15",13514
"POINT(-61.56738 44.19795)",1997,2016,19,"13",11594
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11670
"POINT(-55.69917 47.88361)",1987,2010,23,"24",11217
"POINT(-84.52551 50.219196)",2016,2017,1,"2",14996
"POINT(-57.05 51)",1971,1995,24,"25",13169
"POINT(-67 41)",1950,1998,48,"49",13133
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11997
"POINT(-65.3 43)",1962,1988,26,"27",13156
"POINT(-62.067902 49.652037)",1988,1994,6,"6",10520
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13714
"POINT(-78.291582 43.944964)",1974,1985,11,"9",13485
"POINT(-52.757812 52.054271)",1977,1994,17,"18",14958
"POINT(-61.181309 42.866877)",1978,1994,16,"10",11066
"POINT(-56.766309 56.477534)",1977,1991,14,"10",10244
"POINT(-65.50048 43.2532)",1995,2016,21,"21",12153
"POINT(-59.348941 46.441917)",1970,1994,24,"25",10878
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13495
"POINT(-63.758716 46.383956)",2011,2014,3,"2",15282
"POINT(-62.90725 46.058533)",2005,2009,4,"2",15718
"POINT(-62.74132 45.67583)",2004,2010,6,"7",15688
"POINT(-78.523333 45.595278)",1952,1995,43,"43",12946
"POINT(-57.690888 43.437611)",1970,1994,24,"25",10533
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11814
"POINT(-58.635512 47.364248)",1973,1993,20,"11",10362
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15020
"POINT(-79.26667 40.16667)",1979,1999,20,"21",13084
"POINT(-53.864595 53.910492)",1970,1994,24,"24",10153
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11413
"POINT(-58.93 43.84)",1988,2011,23,"18",15849
"POINT(-53.864595 53.910492)",1970,1994,24,"24",10185
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11532
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11572
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13499
"POINT(-59.853639 59.286076)",1978,1991,13,"6",10216
"POINT(-77.80861 43.698439)",1997,2012,15,"15",13460
"POINT(-60.79843 53.003392)",1974,2014,40,"41",12882
"POINT(-58.635512 47.364248)",1986,1994,8,"7",10818
"POINT(-55.995809 46.034584)",1970,1994,24,"24",10574
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14322
"POINT(-62.547863 46.172776)",2011,2014,3,"2",15263
"POINT(-64.861867 46.665292)",2006,2010,4,"5",15767
"POINT(-65.50048 43.2532)",1970,1978,8,"6",12181
"POINT(-67.86528 44.36722)",1968,1998,30,"26",9943
"POINT(-74.381869 45.160229)",2006,2018,12,"7",13915
"POINT(-78.5 45.58333)",1976,1989,13,"14",10125
"POINT(-64.951922 46.75123)",2011,2014,3,"2",15181
"POINT(-55.81867 47.371089)",1982,2009,27,"28",11255
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16174
"POINT(-64.351142 48.893948)",1982,2009,27,"4",14824
"POINT(-81.87611 45.625)",1950,1983,33,"34",13359
"POINT(-64.965766 47.341712)",2004,2010,6,"7",15315
"POINT(-72.82857 45.04889)",2016,2019,3,"2",15878
"POINT(-74.018383 39.10066)",1982,2015,33,"34",14761
"POINT(-82.81667 42.16667)",1992,1994,2,"3",13012
"POINT(-61.181309 42.866877)",1974,1988,14,"4",10631
"POINT(-52.757812 52.054271)",1977,1994,17,"18",14910
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13663
"POINT(-61.87121 45.68314)",2008,2009,1,"2",15425
"POINT(-49.931212 51.171824)",1983,2011,28,"29",14359
"POINT(-63.902612 46.237205)",2001,2003,2,"3",10088
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13591
"POINT(-60.782507 46.459772)",2001,2015,14,"6",11135
"POINT(-58.452138 49.69674)",1979,1994,15,"9",10525
"POINT(-62.067902 49.652037)",1972,1994,22,"22",10510
"POINT(-84.499722 49.25)",1995,2006,11,"12",9956
"POINT(-72.88129 46.69751)",2019,2020,1,"2",16148
"POINT(-52.121122 50.695322)",1970,1994,24,"17",10395
"POINT(-72.47958 46.88236)",2016,2021,5,"2",15957
"POINT(-68.615921 41.275324)",1970,2016,46,"47",14514
"POINT(-71.093778 40.671798)",1968,2006,38,"39",14177
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12407
"POINT(-59 44)",1988,1998,10,"9",13016
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11683
"POINT(-65.090012 44.451082)",1996,1997,1,"2",14086
"POINT(-55.995809 46.034584)",1970,1994,24,"24",10538
"POINT(-61.56738 44.19795)",1970,1981,11,"7",12546
"POINT(-52.782383 44.683779)",1980,1994,14,"5",10363
"POINT(-64.11454 46.1827)",2009,2010,1,"2",15573
"POINT(-53.864595 53.910492)",1971,1994,23,"21",10722
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12256
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16159
"POINT(-56.383301 46.711721)",1972,1982,10,"11",14872
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15037
"POINT(-61.25 45.75)",1996,1997,1,"2",14058
"POINT(-62.11238 46.383134)",2011,2014,3,"2",15266
"POINT(-63.427139 46.193528)",2011,2014,3,"2",15678
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13656
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12500
"POINT(-86 50)",1970,2014,44,"45",12673
"POINT(-76.06 44.055)",1976,2015,39,"29",13046
"POINT(-72.88129 46.69751)",2016,2021,5,"6",15982
"POINT(-68.615921 41.275324)",1950,2007,57,"58",14599
"POINT(-65.50048 43.2532)",1970,1980,10,"8",11812
"POINT(-86 50)",1970,2014,44,"45",12658
"POINT(-62.067902 49.652037)",1973,1994,21,"13",10348
"POINT(-63.728047 47.637685)",1977,1993,16,"5",10196
"POINT(-59.12841 47.47266)",1974,2010,36,"37",14776
"POINT(-64.861867 46.665292)",2011,2014,3,"2",15288
"POINT(-63.728047 47.637685)",1972,1994,22,"21",11054
"POINT(-72.82857 45.04889)",2016,2021,5,"2",15949
"POINT(-81.87611 45.625)",1950,1983,33,"34",13422
"POINT(-86 50)",1970,2014,44,"45",12685
"POINT(-79.85068 43.28331)",2006,2015,9,"6",13796
"POINT(-62.511072 46.018891)",2005,2010,5,"3",15795
"POINT(-65.50048 43.2532)",1996,2012,16,"8",11970
"POINT(-75.348421 39.407679)",1961,2013,52,"53",11131
"POINT(-68.615921 41.275324)",1970,2016,46,"47",14486
"POINT(-78.291582 43.944964)",1987,2016,29,"30",13982
"POINT(-71.71751 46.41901)",2017,2021,4,"3",16078
"POINT(-64.126831 46.773778)",2004,2010,6,"7",15116
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12393
"POINT(-74.58861 36.44722)",1985,2014,29,"30",14464
"POINT(-65.57426 46.98624)",2008,2010,2,"3",15569
"POINT(-48.319336 48.138699)",1975,1982,7,"8",14954
"POINT(-66.214847 41.627502)",1980,1993,13,"11",10529
"POINT(-61.56738 44.19795)",1970,1980,10,"6",11382
"POINT(-74.381869 45.160229)",1984,2018,34,"16",13636
"POINT(-67.064717 44.266029)",1972,1994,22,"20",10989
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10505
"POINT(-81.87611 45.625)",1950,1983,33,"34",13212
"POINT(-63 47)",1978,1990,12,"13",13183
"POINT(-75.23807 45.200085)",1995,2004,9,"10",10096
"POINT(-58.635512 47.364248)",1971,1994,23,"22",11077
"POINT(-65.098835 42.729563)",1970,1994,24,"24",11094
"POINT(-61.25 45.75)",1996,1997,1,"2",14082
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12143
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13729
"POINT(-61.87121 45.68314)",2004,2009,5,"3",15709
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12510
"POINT(-71.71751 46.41901)",2018,2021,3,"3",16104
"POINT(-67.064717 44.266029)",1981,1994,13,"6",10218
"POINT(-65.50048 43.2532)",1970,1981,11,"6",12318
"POINT(-61.56738 44.19795)",1995,2016,21,"15",12113
"POINT(-71.772245 43.931185)",2012,2018,6,"5",13086
"POINT(-69.041914 40.95268)",1984,2016,32,"33",14587
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12415
"POINT(-65.50048 43.2532)",1972,1981,9,"9",12569
"POINT(-64.861867 46.665292)",2011,2014,3,"2",15275
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12013
"POINT(-66.214847 41.627502)",1981,1993,12,"9",10841
"POINT(-61.56738 44.19795)",1977,1981,4,"4",11394
"POINT(-66.214847 41.627502)",1977,1993,16,"12",10174
"POINT(-51.3 44.3)",1968,1986,18,"19",13361
"POINT(-63.802767 46.136433)",2005,2010,5,"6",15601
"POINT(-84.499722 49.25)",1995,2005,10,"11",9968
"POINT(-63.427139 46.193528)",2008,2010,2,"3",15570
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13686
"POINT(-72.82857 45.04889)",2019,2019,0,"2",16096
"POINT(-63.758716 46.383956)",2007,2010,3,"4",15395
"POINT(-65.50048 43.2532)",1982,1994,12,"8",11657
"POINT(-53.183333 49.75)",2000,2003,3,"3",11185
"POINT(-63.2 42)",1973,1986,13,"14",13413
"POINT(-79.37806 44.73333)",1980,1987,7,"8",13402
"POINT(-56.766309 56.477534)",1978,1991,13,"3",10629
"POINT(-63.2 42)",1973,1986,13,"14",13308
"POINT(-77.547686 43.947746)",1992,2012,20,"21",13456
"POINT(-65.50048 43.2532)",1996,2016,20,"12",12110
"POINT(-61.56738 44.19795)",1971,1974,3,"2",11498
"POINT(-53.766667 49.583333)",1973,2001,28,"4",14812
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10228
"POINT(-47.89333 50.44083)",1983,2018,35,"36",14240
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10980
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14523
"POINT(-61.56738 44.19795)",1983,1993,10,"8",11655
"POINT(-76.698994 45.649011)",1997,2000,3,"2",12995
"POINT(-71.093778 40.671798)",1967,2005,38,"39",14125
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12006
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13923
"POINT(-59.822611 42.550438)",1983,2008,25,"16",11252
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12223
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13468
"POINT(-47.89333 50.44083)",1983,2018,35,"36",14290
"POINT(-68.871657 43.27657)",1985,2016,31,"32",14799
"POINT(-60.3 44.1)",1967,1990,23,"24",13270
"POINT(-85.58269 49.249515)",1981,1984,3,"4",15817
"POINT(-76.56667 44.3)",1982,1997,15,"16",15838
"POINT(-77.396972 43.506083)",1997,2018,21,"9",14030
"POINT(-74 41.16667)",1980,2000,20,"21",13018
"POINT(-61.87121 45.68314)",2011,2014,3,"2",15278
"POINT(-71.71751 46.41901)",2016,2019,3,"4",15990
"POINT(-48.319336 48.138699)",1985,1995,10,"11",14951
"POINT(-78.523333 45.595278)",1952,1995,43,"43",12955
"POINT(-61.455567 46.07815)",2011,2014,3,"2",15743
"POINT(-60.3 44.1)",1967,1990,23,"24",13143
"POINT(-65.029957 47.777114)",2011,2014,3,"2",15147
"POINT(-56.383301 46.711721)",1972,1978,6,"7",14895
"POINT(-61.56738 44.19795)",1995,2016,21,"21",11704
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13672
"POINT(-61.25 45.75)",1996,1997,1,"2",14074
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12268
"POINT(-48.33984 44.59046)",1977,2000,23,"24",14162
"POINT(-66.890519 50.02395)",1990,1997,7,"8",13066
"POINT(-63.728047 47.637685)",1984,1994,10,"6",10644
"POINT(-53.864595 53.910492)",1978,1992,14,"4",10812
"POINT(-64.657552 47.746584)",2006,2007,1,"2",15583
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11355
"POINT(-66.46191 46.56531)",2013,2015,2,"3",12935
"POINT(-67.5 40.4)",1955,1987,32,"33",13194
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12554
"POINT(-64.209251 44.537006)",1985,2012,27,"19",11304
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16192
"POINT(-79.85068 43.28331)",2006,2014,8,"6",13785
"POINT(-74.381869 45.160229)",1984,2018,34,"16",13752
"POINT(-61.87121 45.68314)",2005,2010,5,"4",15433
"POINT(-64.861867 46.665292)",2011,2014,3,"2",15776
"POINT(-60.3 44.1)",1967,1990,23,"24",13269
"POINT(-65.029957 47.777114)",2011,2014,3,"2",15152
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11956
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11464
"POINT(-61.181309 42.866877)",1978,1989,11,"7",10938
"POINT(-61.87121 45.68314)",2004,2010,6,"7",15805
