"geom","min_year","max_year","year_interval","year_count","id"
"POINT(-64.554866 46.218937)",2004,2010,6,"7",15400
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12327
"POINT(-65.50048 43.2532)",1995,2016,21,"20",12611
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11771
"POINT(-65.63232 43.2452)",1970,2002,32,"33",14160
"POINT(-58.452138 49.69674)",1971,1994,23,"22",10460
"POINT(-64.861867 46.665292)",2006,2010,4,"5",15519
"POINT(-72.82857 45.04889)",2019,2021,2,"2",16144
"POINT(-61.56738 44.19795)",1995,2016,21,"19",12080
"POINT(-72.88129 46.69751)",2016,2021,5,"6",16032
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11351
"POINT(-64.657552 47.746584)",2004,2010,6,"7",15763
"POINT(-61.87121 45.68314)",2004,2010,6,"6",15725
"POINT(-63.394728 46.363106)",2001,2002,1,"2",15855
"POINT(-49.931212 51.171824)",1983,2011,28,"29",14309
"POINT(-72 54)",1970,2014,44,"45",12776
"POINT(-53.864595 53.910492)",1970,1993,23,"23",10596
"POINT(-61.56738 44.19795)",2002,2016,14,"13",11915
"POINT(-52.757812 52.054271)",1995,2009,14,"15",14859
"POINT(-71.71751 46.41901)",2018,2021,3,"4",16240
"POINT(-69.041914 40.95268)",1984,2016,32,"33",14447
"POINT(-63 47)",1971,2016,45,"46",10006
"POINT(-74.381869 45.160229)",1984,2014,30,"6",14043
"POINT(-49.956886 45.114711)",1970,1994,24,"20",10927
"POINT(-65.50048 43.2532)",1990,1994,4,"2",11685
"POINT(-52.782383 44.683779)",1975,1984,9,"7",11102
"POINT(-49.956886 45.114711)",1970,1994,24,"25",10837
"POINT(-86 50)",1970,2014,44,"45",12687
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15026
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12365
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11428
"POINT(-64.126831 46.773778)",2005,2010,5,"4",15061
"POINT(-68.615921 41.275324)",1950,2016,66,"67",14460
"POINT(-66.11667 46.55)",1970,2014,44,"45",12667
"POINT(-59 44.1)",1976,1990,14,"15",13258
"POINT(-79.146454 46.634905)",2002,2004,2,"3",10099
"POINT(-66.11572 44.8247)",1997,2012,15,"16",14801
"POINT(-63 47)",1978,1990,12,"13",13373
"POINT(-62.067902 49.652037)",1973,1994,21,"20",10678
"POINT(-49.956886 45.114711)",1970,1994,24,"25",10611
"POINT(-77.547686 43.947746)",1992,2012,20,"21",13484
"POINT(-79.85068 43.28331)",2006,2015,9,"6",13798
"POINT(-56.766309 56.477534)",1978,1988,10,"6",10993
"POINT(-72.47958 46.88236)",2016,2021,5,"2",15944
"POINT(-84.499722 49.25)",1995,2005,10,"11",9977
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11689
"POINT(-64.11454 46.1827)",2009,2010,1,"2",15724
"POINT(-61.87121 45.68314)",2004,2008,4,"5",15052
"POINT(-74.58861 36.44722)",1985,2014,29,"30",14688
"POINT(-65.50048 43.2532)",1986,1988,2,"2",11450
"POINT(-56.766309 56.477534)",1978,1988,10,"5",10365
"POINT(-53.864595 53.910492)",1971,1994,23,"23",10562
"POINT(-72.47958 46.88236)",2016,2021,5,"2",16236
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11990
"POINT(-71.71751 46.41901)",2017,2020,3,"2",15879
"POINT(-65.63232 43.2452)",1970,2002,32,"33",14185
"POINT(-61.017433 46.6243)",2008,2010,2,"3",15416
"POINT(-63.902612 46.237205)",2001,2006,5,"6",10072
"POINT(-53.37158 51.46769)",1979,2011,32,"33",14777
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13649
"POINT(-65.50048 43.2532)",2001,2015,14,"4",12548
"POINT(-74.381869 45.160229)",1984,2018,34,"17",13697
"POINT(-71.71751 46.41901)",2016,2021,5,"4",15896
"POINT(-64.861867 46.665292)",2007,2010,3,"3",15686
"POINT(-68.526458 40.575228)",1964,2016,52,"53",14462
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11938
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14775
"POINT(-63.2 42)",1973,1986,13,"14",13371
"POINT(-69.555988 48.077602)",1994,1997,3,"4",14818
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11735
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12319
"POINT(-66.11572 44.8247)",1997,2012,15,"16",14493
"POINT(-55.995809 46.034584)",1982,1994,12,"3",10368
"POINT(-72.82857 45.04889)",2016,2021,5,"3",15928
"POINT(-63 45)",1970,2014,44,"45",12783
"POINT(-68.615921 41.275324)",1950,2016,66,"67",14656
"POINT(-65.63232 43.2452)",1980,2008,28,"29",14130
"POINT(-65.63232 43.2452)",1970,2002,32,"33",14260
"POINT(-61.455567 46.07815)",2011,2014,3,"2",15378
"POINT(-52.121122 50.695322)",1970,1993,23,"22",10595
"POINT(-63.2 42)",1973,1986,13,"14",13202
"POINT(-61.181309 42.866877)",1970,1994,24,"25",10139
"POINT(-61.56738 44.19795)",1970,1981,11,"9",12321
"POINT(-59.348941 46.441917)",1970,1994,24,"25",11072
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11615
"POINT(-64.56477 46.273319)",2007,2010,3,"4",15076
"POINT(-55.995809 46.034584)",1970,1994,24,"24",10653
"POINT(-65.3 43)",1970,1997,27,"28",13323
"POINT(-61.56738 44.19795)",1970,1981,11,"9",11787
"POINT(-60.79843 53.003392)",1974,2014,40,"41",12883
"POINT(-74.58861 36.44722)",1985,2014,29,"30",14520
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13867
"POINT(-74.381869 45.160229)",2000,2016,16,"5",14044
"POINT(-50.370609 48.414273)",1977,2000,23,"24",14193
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11642
"POINT(-69.041914 40.95268)",1967,2014,47,"48",14673
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11322
"POINT(-85.58 49.24)",1981,1984,3,"4",15823
"POINT(-57.771263 49.761184)",1971,2011,40,"41",11297
"POINT(-50.3 44.3)",1965,1986,21,"22",13326
"POINT(-61.455567 46.07815)",2004,2010,6,"7",15062
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13713
"POINT(-63.758716 46.383956)",2011,2014,3,"2",15661
"POINT(-63.802767 46.136433)",2005,2010,5,"6",15341
"POINT(-84.499722 49.25)",1995,2006,11,"12",9981
"POINT(-53.864595 53.910492)",1973,1988,15,"14",10902
"POINT(-58.02978 50.13466)",1973,2003,30,"31",14317
"POINT(-57.690888 43.437611)",1991,1993,2,"3",10893
"POINT(-50.75978 47.607599)",1970,1994,24,"25",10134
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12139
"POINT(-61.56738 44.19795)",1970,1978,8,"3",11868
"POINT(-61.56738 44.19795)",1988,1994,6,"3",12134
"POINT(-72 40)",1973,2016,43,"44",14725
"POINT(-71.71751 46.41901)",2016,2021,5,"6",15930
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13765
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10865
"POINT(-77.229936 44.152886)",1992,2012,20,"21",13530
"POINT(-57.690888 43.437611)",1970,1994,24,"25",10204
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11348
"POINT(-65.50048 43.2532)",2011,2013,2,"2",12551
"POINT(-85.58269 49.249515)",1981,1984,3,"4",15821
"POINT(-65.029957 47.777114)",2004,2009,5,"4",15048
"POINT(-53.864595 53.910492)",1977,1991,14,"11",10839
"POINT(-57.05 51)",1971,1995,24,"25",13253
"POINT(-55.995809 46.034584)",1980,1992,12,"5",10636
"POINT(-63.06152 46.75491)",1970,2011,41,"42",14207
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12463
"POINT(-65.62222 47.65259)",2009,2010,1,"2",15100
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12036
"POINT(-59.853639 59.286076)",1978,1991,13,"5",10290
"POINT(-82.690547 42.436529)",1968,1984,16,"17",13109
"POINT(-63.758716 46.383956)",2011,2014,3,"2",15179
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13549
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15000
"POINT(-57.41455 46.93526)",1983,2011,28,"28",14383
"POINT(-64.56477 46.273319)",2007,2010,3,"4",15516
"POINT(-64.710486 46.475972)",2004,2010,6,"7",15653
"POINT(-61.56738 44.19795)",1971,1974,3,"2",12566
"POINT(-53.864595 53.910492)",1970,1994,24,"24",10543
"POINT(-84.673047 43.391047)",1999,2015,16,"17",14825
"POINT(-63.802767 46.136433)",2005,2010,5,"6",15228
"POINT(-52.782383 44.683779)",1970,1994,24,"13",10787
"POINT(-58.635512 47.364248)",1977,1994,17,"6",10762
"POINT(-65.562778 46.995278)",2004,2010,6,"4",15796
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11702
"POINT(-50.521046 49.772834)",1975,2006,31,"32",14422
"POINT(-79.37806 44.73333)",1980,1987,7,"8",13423
"POINT(-71.093778 40.671798)",1989,2016,27,"28",14713
"POINT(-71.093778 40.671798)",1968,2006,38,"39",14327
"POINT(-61.56738 44.19795)",2011,2015,4,"2",11509
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13453
"POINT(-85.893055 48.248123)",1972,1997,25,"21",15836
"POINT(-64.710486 46.475972)",2007,2010,3,"4",15461
"POINT(-65.50048 43.2532)",1970,1980,10,"8",12613
"POINT(-53.864595 53.910492)",1970,1994,24,"24",10260
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11660
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11623
"POINT(-61.164851 45.857738)",1996,1997,1,"2",14087
"POINT(-73.354865 46.481708)",1985,1997,12,"12",13070
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13529
"POINT(-64.657552 47.746584)",2011,2014,3,"2",15611
"POINT(-68.615921 41.275324)",1950,2016,66,"67",14488
"POINT(-63.66575 45.8547)",2011,2014,3,"2",15358
"POINT(-65.50048 43.2532)",1982,1994,12,"8",11924
"POINT(-68.615921 41.275324)",1963,2016,53,"54",14540
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11424
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13805
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14372
"POINT(-64.554866 46.218937)",2011,2014,3,"2",15287
"POINT(-85.58269 49.249515)",1981,1984,3,"4",15816
"POINT(-61.56738 44.19795)",1995,2016,21,"20",11476
"POINT(-65.50048 43.2532)",1995,2016,21,"21",12451
"POINT(-61.56738 44.19795)",1995,2016,21,"18",11387
"POINT(-65.50048 43.2532)",1970,1981,11,"12",11587
"POINT(-65.562778 46.995278)",2004,2010,6,"6",15484
"POINT(-72.82857 45.04889)",2016,2019,3,"2",16221
"POINT(-49.956886 45.114711)",1973,1989,16,"4",10710
"POINT(-71.753435 43.955654)",2012,2018,6,"5",13092
"POINT(-64.873712 47.473463)",2005,2007,2,"2",15710
"POINT(-72 40)",1973,2016,43,"44",14613
"POINT(-62.067902 49.652037)",1974,1989,15,"12",10359
"POINT(-58.452138 49.69674)",1985,1994,9,"6",10862
"POINT(-64.657552 47.746584)",2008,2010,2,"2",15047
"POINT(-61.56738 44.19795)",1997,2016,19,"13",11327
"POINT(-66.5073 43.7658)",1992,1993,1,"2",14985
"POINT(-48.319336 48.138699)",1975,1982,7,"8",14882
"POINT(-58.452138 49.69674)",1984,1994,10,"11",11100
"POINT(-63 47)",1981,2015,34,"19",10009
"POINT(-77.072526 44.096244)",1992,2012,20,"21",13506
"POINT(-61.181309 42.866877)",1971,1993,22,"16",10455
"POINT(-52.782383 44.683779)",1970,1994,24,"5",11113
"POINT(-57.690888 43.437611)",1970,1994,24,"25",11071
"POINT(-72 54)",1970,2014,44,"45",12760
"POINT(-61.181309 42.866877)",1973,1994,21,"9",10552
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16204
"POINT(-59 49.25)",1965,2017,52,"53",14555
"POINT(-84.52551 50.219196)",2016,2017,1,"2",14995
"POINT(-74.018383 39.10066)",1975,2005,30,"31",14295
"POINT(-61 47)",1967,2010,43,"42",11270
"POINT(-65.25 44.333333)",1996,1997,1,"2",14051
"POINT(-65.50048 43.2532)",1998,2009,11,"7",12573
"POINT(-72.82857 45.04889)",2016,2021,5,"3",15935
"POINT(-57.690888 43.437611)",1970,1994,24,"20",10456
"POINT(-72 54)",1970,2014,44,"45",12662
"POINT(-47.89333 50.44083)",1983,2018,35,"36",14140
"POINT(-62.735984 45.290147)",1970,2014,44,"45",12701
"POINT(-72.88129 46.69751)",2016,2021,5,"2",16157
"POINT(-68.526458 40.575228)",1964,2016,52,"53",14798
"POINT(-53.864595 53.910492)",1971,1990,19,"7",10443
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10136
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14148
"POINT(-85.09167 55.26611)",1971,1972,1,"2",14826
"POINT(-61.56738 44.19795)",1984,1992,8,"7",12444
"POINT(-53.864595 53.910492)",1973,1993,20,"14",10972
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12483
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11999
"POINT(-58.635512 47.364248)",1971,1994,23,"23",10256
"POINT(-52 50)",1962,1992,30,"31",13420
"POINT(-62.067902 49.652037)",1985,1989,4,"3",10299
"POINT(-79.85068 43.28331)",2006,2010,4,"2",13890
"POINT(-49.956886 45.114711)",1970,1993,23,"24",10594
"POINT(-51 49.15)",1980,1996,16,"17",13199
"POINT(-61.56738 44.19795)",1970,1981,11,"9",11918
"POINT(-62.735984 45.290147)",1970,2012,42,"43",12752
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13582
"POINT(-67.064717 44.266029)",1971,1994,23,"21",10842
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12419
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11421
"POINT(-57.690888 43.437611)",1982,1987,5,"5",11025
"POINT(-65.50048 43.2532)",1982,1988,6,"5",12584
"POINT(-64.573724 46.34102)",2011,2014,3,"2",15617
"POINT(-78.56511 67.35631)",2010,2011,1,"2",12989
"POINT(-63.728047 47.637685)",1971,1994,23,"15",10296
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14719
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12392
"POINT(-84.499722 49.25)",1995,2006,11,"12",9961
"POINT(-69 43)",1967,1989,22,"23",13230
"POINT(-65.50048 43.2532)",1983,1991,8,"6",12312
"POINT(-76.06 44.055)",1994,2001,7,"3",13051
"POINT(-50 43.083333)",1997,2011,14,"15",13446
"POINT(-65.50048 43.2532)",1995,2016,21,"21",11352
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12081
"POINT(-48.33984 44.59046)",1977,2000,23,"24",14362
"POINT(-70.169007 47.453657)",1997,2004,7,"8",15833
"POINT(-58.452138 49.69674)",1970,1994,24,"24",10407
"POINT(-52.782383 44.683779)",1983,1994,11,"12",10483
"POINT(-56.383301 46.711721)",1972,1982,10,"11",14920
"POINT(-65.50048 43.2532)",1970,1981,11,"10",12276
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12502
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10140
"POINT(-72 54)",1970,2014,44,"45",12660
"POINT(-61.181309 42.866877)",1989,1992,3,"4",10892
"POINT(-57.854 44.91813)",1970,2002,32,"33",14281
"POINT(-53.183333 49.75)",2000,2003,3,"3",11178
"POINT(-61.56738 44.19795)",1997,2016,19,"13",12128
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11366
"POINT(-63.728047 47.637685)",1980,1994,14,"11",10571
"POINT(-59 49.25)",1965,2017,52,"53",14443
"POINT(-76.629839 38.366022)",1984,2000,16,"17",14828
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11722
"POINT(-61.56738 44.19795)",1970,1981,11,"8",11584
"POINT(-71.71751 46.41901)",2017,2021,4,"2",16087
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13860
"POINT(-64.951922 46.75123)",2011,2014,3,"2",15274
"POINT(-71.093778 40.671798)",1989,2016,27,"28",14741
"POINT(-71.71751 46.41901)",2016,2021,5,"6",16237
"POINT(-71.093778 40.671798)",1967,2005,38,"39",14275
"POINT(-50.3 44.3)",1965,1986,21,"22",13284
"POINT(-68.526458 40.575228)",1982,2016,34,"35",14703
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12257
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13553
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13774
"POINT(-86 50)",1970,2014,44,"45",12659
"POINT(-72.168755 47.006447)",1983,1997,14,"14",13068
"POINT(-56.383301 46.711721)",1996,2008,12,"5",14915
"POINT(-64.646046 47.789535)",2004,2010,6,"7",15412
"POINT(-71.093778 40.671798)",1968,2006,38,"39",14152
"POINT(-63.758716 46.383956)",2011,2014,3,"2",15730
"POINT(-70.87637 46.85767)",2019,2021,2,"3",15988
"POINT(-51 49.15)",1980,1996,16,"17",13283
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12215
"POINT(-77.22225 44.149251)",2001,2015,14,"14",13899
"POINT(-72.82857 45.04889)",2016,2021,5,"3",16167
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11497
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12262
"POINT(-65.50048 43.2532)",1982,1994,12,"13",12508
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15004
"POINT(-59.853639 59.286076)",1978,1988,10,"5",10581
"POINT(-65.25 44.333333)",1996,1997,1,"2",14059
"POINT(-61.56738 44.19795)",1986,1988,2,"2",11749
"POINT(-65.50048 43.2532)",1995,2016,21,"12",12025
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12242
"POINT(-69.041914 40.95268)",1984,2016,32,"33",14615
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13498
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12417
"POINT(-72 54)",1970,2014,44,"45",12780
"POINT(-62.11238 46.383134)",2005,2010,5,"3",15774
"POINT(-86 50)",1970,2014,44,"45",12862
"POINT(-59.348941 46.441917)",1970,1994,24,"25",10534
"POINT(-61.56738 44.19795)",1970,1981,11,"12",11857
"POINT(-68.3 43.3)",2007,2014,7,"8",14498
"POINT(-61.56738 44.19795)",1988,1994,6,"3",12401
"POINT(-61.25 45.75)",1996,1997,1,"2",14066
"POINT(-59.853639 59.286076)",1979,1988,9,"3",11039
"POINT(-76.06 44.055)",1976,2015,39,"40",13039
"POINT(-57.41455 46.93526)",1983,2011,28,"28",14358
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13551
"POINT(-77.072526 44.096244)",1992,2018,26,"27",13612
"POINT(-56.766309 56.477534)",1978,1987,9,"3",11038
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12369
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13723
"POINT(-63.802767 46.136433)",2005,2010,5,"6",15651
"POINT(-61.56738 44.19795)",1982,1994,12,"13",12326
"POINT(-61.181309 42.866877)",1982,1987,5,"5",10998
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15036
"POINT(-72.82857 45.04889)",2016,2021,5,"2",15881
"POINT(-71.093778 40.671798)",1989,2016,27,"28",14461
"POINT(-70.87637 46.85767)",2018,2019,1,"2",16195
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13524
"POINT(-78.291582 43.944964)",1974,1985,11,"9",13539
"POINT(-65.50048 43.2532)",1970,1981,11,"10",11742
"POINT(-86 50)",1970,2014,44,"45",12828
"POINT(-74.381869 45.160229)",1984,2018,34,"10",13971
"POINT(-65.50048 43.2532)",1996,2016,20,"12",11652
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11349
"POINT(-63.728047 47.637685)",1970,1994,24,"25",10143
"POINT(-55.995809 46.034584)",1976,1994,18,"8",11026
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13475
"POINT(-61.56738 44.19795)",1995,2016,21,"20",11743
"POINT(-61.56738 44.19795)",1985,1994,9,"8",12506
"POINT(-63.902612 46.237205)",2001,2003,2,"3",10091
"POINT(-86 50)",1970,2014,44,"45",12771
"POINT(-75.363333 35.224444)",1992,1993,1,"2",12651
"POINT(-60.3 44.1)",1967,1990,23,"24",13291
"POINT(-65.50048 43.2532)",1982,1994,12,"12",12568
"POINT(-65.50048 43.2532)",1970,1981,11,"11",11343
"POINT(-65.50048 43.2532)",1996,2016,20,"15",12517
"POINT(-53.864595 53.910492)",1981,1993,12,"5",11008
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12394
"POINT(-66.214847 41.627502)",1986,1993,7,"8",10399
"POINT(-49.956886 45.114711)",1970,1993,23,"17",10788
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13708
"POINT(-65.098835 42.729563)",1970,1994,24,"25",10401
"POINT(-62.74132 45.67583)",2004,2006,2,"2",15547
"POINT(-62.11238 46.383134)",2004,2010,6,"6",15655
"POINT(-65.098835 42.729563)",1971,1990,19,"9",10793
"POINT(-60.79843 53.003392)",1979,2014,35,"36",12807
"POINT(-65.029957 47.777114)",2011,2014,3,"2",15191
"POINT(-61.87121 45.68314)",2004,2010,6,"4",15492
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15010
"POINT(-67.86528 44.36722)",1968,1998,30,"26",9942
"POINT(-63 47)",1972,2016,44,"36",10045
"POINT(-63.902612 46.237205)",2001,2006,5,"6",10087
"POINT(-65.50048 43.2532)",1970,1980,10,"8",12079
"POINT(-86 50)",1970,2014,44,"45",12782
"POINT(-61.181309 42.866877)",1974,1987,13,"5",11030
"POINT(-82.517801 41.970728)",2002,2003,1,"2",15018
"POINT(-59.348941 46.441917)",1971,1994,23,"24",10616
"POINT(-67.064717 44.266029)",1972,1993,21,"9",10247
"POINT(-69 43)",1967,1989,22,"23",13397
"POINT(-72.82857 45.04889)",2016,2019,3,"2",16181
"POINT(-58.452138 49.69674)",1972,1994,22,"18",10664
"POINT(-61.56738 44.19795)",1997,2016,19,"13",12395
"POINT(-64.657552 47.746584)",2004,2009,5,"4",15560
"POINT(-74.381869 45.160229)",1984,2018,34,"10",13950
"POINT(-50.16083 50.74444)",1978,1999,21,"22",11191
"POINT(-77.59299 44.01301)",2001,2015,14,"3",13779
"POINT(-63.06152 46.75491)",1978,2018,40,"41",14522
"POINT(-77.547686 43.947746)",1992,2018,26,"27",13630
"POINT(-68.615921 41.275324)",1963,2005,42,"43",14197
"POINT(-65.098835 42.729563)",1970,1994,24,"6",10884
"POINT(-69.041914 40.95268)",1969,2008,39,"40",14476
"POINT(-56.766309 56.477534)",1979,1988,9,"3",10704
"POINT(-61.56738 44.19795)",2002,2016,14,"13",12182
"POINT(-77.229936 44.152886)",1992,2018,26,"27",13920
"POINT(-65.50048 43.2532)",1970,1981,11,"12",12356
"POINT(-68.615921 41.275324)",1963,2016,53,"54",14792
"POINT(-62.4353 54.17529)",1980,2016,36,"10",12744
"POINT(-61.181309 42.866877)",1974,1994,20,"16",10497
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12409
"POINT(-61.56738 44.19795)",1986,1988,2,"2",12016
"POINT(-74.381869 45.160229)",1998,2010,12,"2",13934
"POINT(-79.85068 43.28331)",2006,2015,9,"6",13868
"POINT(-79.317526 43.011112)",1999,2009,10,"11",15869
"POINT(-64.8083 47.67109)",2009,2010,1,"2",15137
"POINT(-72.82857 45.04889)",2016,2021,5,"2",16230
"POINT(-61.87121 45.68314)",2011,2014,3,"2",15149
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11443
"POINT(-61.181309 42.866877)",1984,1994,10,"7",10476
"POINT(-61.56738 44.19795)",1982,1994,12,"9",11744
"POINT(-74.381869 45.160229)",1988,2014,26,"3",14021
"POINT(-69 43)",1967,1989,22,"23",13376
"POINT(-70.87637 46.85767)",2018,2021,3,"4",16049
"POINT(-63.446958 46.46855)",2011,2014,3,"2",15806
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13532
"POINT(-61.017433 46.6243)",2008,2010,2,"3",15489
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11996
"POINT(-74.018383 39.10066)",1968,2011,43,"44",14734
"POINT(-61.56738 44.19795)",1970,1981,11,"12",12259
"POINT(-62.28626 46.36766)",2011,2014,3,"2",15240
"POINT(-61.56738 44.19795)",1977,1981,4,"2",11330
"POINT(-51.3 44.3)",1968,1986,18,"19",13235
"POINT(-65.090012 44.451082)",1996,1997,1,"2",14076
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11454
"POINT(-54.2 46.833333)",1980,2006,26,"24",14806
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11888
"POINT(-74.381869 45.160229)",1994,2018,24,"4",13995
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12106
"POINT(-65.63232 43.2452)",1980,2008,28,"29",14405
"POINT(-63 45)",1970,2012,42,"43",12748
"POINT(-72 54)",1970,2014,44,"45",12680
"POINT(-63.2 42)",1973,1986,13,"14",13287
"POINT(-65.50048 43.2532)",1995,2016,21,"22",12040
"POINT(-64.657552 47.746584)",2005,2008,3,"4",15449
"POINT(-65.50048 43.2532)",1996,2015,19,"10",11598
"POINT(-61.56738 44.19795)",1996,2016,20,"14",11863
"POINT(-53.864595 53.910492)",1970,1994,24,"23",10790
"POINT(-52.782383 44.683779)",1970,1994,24,"17",11020
"POINT(-65.50048 43.2532)",1982,1994,12,"13",11881
"POINT(-55.995809 46.034584)",1976,1985,9,"3",10418
"POINT(-68.615921 41.275324)",1950,2016,66,"67",14796
"POINT(-79.85068 43.28331)",2006,2014,8,"5",13812
"POINT(-72.82857 45.04889)",2016,2021,5,"3",15895
"POINT(-68.615921 41.275324)",1963,2009,46,"47",14513
"POINT(-68.615921 41.275324)",1963,2009,46,"47",14681
"POINT(-63.2 42)",1973,1986,13,"14",13350
"POINT(-61.56738 44.19795)",1995,2016,21,"22",11817
"POINT(-63 47)",1980,2016,36,"32",10038
"POINT(-61.896111 47.392778)",1972,2005,33,"27",14112
"POINT(-57.93333 48.95)",1994,1997,3,"4",13103
"POINT(-63 47)",1971,2016,45,"46",10046
"POINT(-49.956886 45.114711)",1971,1993,22,"16",10577
"POINT(-65.50048 43.2532)",2001,2014,13,"7",11391
"POINT(-53.864595 53.910492)",1974,1994,20,"12",10371
"POINT(-63.802767 46.136433)",2011,2014,3,"2",15193
"POINT(-71.093778 40.671798)",1967,2005,38,"39",14400
"POINT(-61.56738 44.19795)",1995,2016,21,"22",12530
"POINT(-59.12841 47.47266)",1974,2010,36,"37",14552
"POINT(-65.50048 43.2532)",1982,1988,6,"5",11783
"POINT(-65.63232 43.2452)",1970,2010,40,"41",14236
"POINT(-65.50048 43.2532)",1995,2016,21,"22",11561
"POINT(-61.017433 46.6243)",2011,2014,3,"2",15303
"POINT(-65.029957 47.777114)",2004,2010,6,"7",15226
"POINT(-66.089296 44.42804)",1999,2006,7,"8",11143
"POINT(-61.56738 44.19795)",1982,1994,12,"13",11831
"POINT(-65.098835 42.729563)",1972,1984,12,"6",10840
"POINT(-63.802767 46.136433)",2011,2014,3,"2",15621
"POINT(-65.57426 46.98624)",2008,2010,2,"3",15142
"POINT(-64.56477 46.273319)",2007,2010,3,"3",15450
"POINT(-68.615921 41.275324)",1950,2007,57,"58",14627
"POINT(-59.348941 46.441917)",1972,1993,21,"10",10691
"POINT(-79.361398 43.62142)",2006,2012,6,"4",13556
"POINT(-65.57426 46.98624)",2008,2010,2,"3",15457
"POINT(-61.56738 44.19795)",1995,2016,21,"10",11541
"POINT(-86 50)",1970,2014,44,"45",12854
"POINT(-68.871657 43.27657)",1982,2014,32,"33",14455
"POINT(-74.018383 39.10066)",1973,2002,29,"30",14246
"POINT(-77.22225 44.149251)",2001,2015,14,"13",13590
