Species Name,Scientific Name Authorship,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
Nabalus trifoliolatus Cass.,Cass.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nabalus,Nabalus trifoliolatus,
Cosmos bipinnatus Cav.,Cav.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,Cosmos bipinnatus,
Pseudognaphalium macounii (Greene) Kartesz,Kartesz (Greene),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,Pseudognaphalium macounii,
Matricaria inodora L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,Matricaria inodora,
Liatris spicata (L.) Willd.,Willd. (L.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liatris,Liatris spicata,
Senecio congestus (R.Br.) DC.,DC. (R.Br.),,,,,,,Senecio congestus,
Rudbeckia fulgida Aiton,Aiton,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia,Rudbeckia fulgida,
Tanacetum huronense Nutt.,Nutt.,,,,,,,Tanacetum huronense ,
Helianthus nuttallii Torr. & A.Gray,Torr. & A.Gray,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus nuttallii,
Erigeron philadelphicus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron philadelphicus,
Ionactis linariifolia (L.) Greene,Greene (L.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aster,Ionactis linariifolia,
Artemisia gnaphalodes Nutt.,Nutt.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia gnaphalodes,
Hieracium robinsonii (Zahn) Fernald,Fernald (Zahn),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,Hieracium robinsonii,
Eutrochium fistulosum (Barratt) E.E.Lamont,E.E.Lamont (Barratt),,,,,,,Eutrochium fistulosum,
Erigeron compositus Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron compositus,
Erigeron bellidifolius Muhl. ex Willd.,Muhl. ex Willd.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron bellidifolius,
Diplopappus umbellatus (Mill.) Hook.,Hook. (Mill.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Doellingeria,Diplopappus umbellatus,
Symphyotrichum ontarionis (Wiegand) G.L.Nesom,G.L.Nesom (Wiegand),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,Symphyotrichum ontarionis,
Symphyotrichum boreale,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,Symphyotrichum boreale,
Symphyotrichum laurentianum (Fernald) G.L.Nesom,G.L.Nesom (Fernald),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,Symphyotrichum laurentianum,
Tilia cordata Mill.,Mill.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,Tilia cordata,
Lavatera trimestris L.,L.,,,,,,,Lavatera trimestris ,
Liriodendron tulipifera L.,L.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Liriodendron,Liriodendron tulipifera,
Anagallis arvensis L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Anagallis,Anagallis arvensis,
Gentianella propinqua (Richardson) J.M.Gillett,J.M.Gillett (Richardson),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,Gentianella propinqua,
Gentiana procera Holm,Holm,,,,,,,Gentiana procera ,
Gentianopsis crinita (Froel.) Ma,Ma (Froel.),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,Gentianopsis crinita,
Gentianopsis nesophila (Holm) Iltis,Iltis (Holm),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,Gentianopsis nesophila,
Castilleja septentrionalis Lindl.,Lindl.,,,,,,,Castilleja septentrionalis,
Scrophularia nodosa L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,
Agalinis purpurea (L.) Pennell,Pennell (L.),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis,Agalinis purpurea,
Lindernia dubia (L.) Pennell,Pennell (L.),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,Lindernia,Lindernia dubia,
Euphrasia tetraquetra (Breb.) Arrondeau,Arrondeau (Breb.),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,Euphrasia tetraquetra,
Euphrasia oakesii Wettst.,Wettst.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,Euphrasia oakesii,
Veronica spicata L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica spicata,
Veronica anagallis-aquatica L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica anagallis-aquatica,
Utricularia subulata L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,Utricularia subulata,
Utricularia geminiscapa Benj.,Benj.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,Utricularia geminiscapa,
Oenothera elata Kunth,Kunth,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera elata,
Oenothera grandiflora,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera grandiflora,
Epilobium anagallidifolium Lam.,Lam.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium anagallidifolium,
Hypericum ascyron L.,L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum ascyron,
Plantago major L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago major,
Aesculus glabra Willd.,Willd.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,Aesculus glabra,
Acer ginnala Maxim.,Maxim.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer ginnala,
Zanthoxylum americanum Mill.,Mill.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum americanum,
Rhus glabra L.,L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,Rhus glabra,
Asclepias cornuti Decne.,Decne.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias cornuti,
Carex irrigua (Wahlenb.) Sm. ex Hoppe,Sm. ex Hoppe (Wahlenb.),,,,,,,Carex irrigua,
Archangelica atropurpurea (L.) Hoffm.,Hoffm. (L.),,,,,,,Archangelica atropurpurea,
Osmorhiza brevistylis DC.,DC.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Osmorhiza,Osmorhiza brevistylis,
Cornus circinata,,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,Cornus circinata,
Epilobium ecomosum (Fassett) Fern.,Fern. (Fassett),,,,,,,Epilobium ecomosum,
Hypericum sarothra Michx.,Michx.,,,,,,,Hypericum sarothra,
Veronica latifolia L.,L.,,,,,,,Veronica latifolia,
Lychnis githago (L.) Scop.,Scop. (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,Lychnis githago,
Strophostyles helvola (L.) Elliott,Elliott (L.),Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strophostyles,Strophostyles helvola,
Hylodesmum glutinosum (Willd.) H. Ohashi & R. R. Mill,H. Ohashi & R. R. Mill (Willd.),,,,,,,Hylodesmum glutinosum,
Anemone americana (DC.) Hara,Hara (DC.),Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Hepatica,Anemone americana,
Homalosorus pycnocarpos (Spreng.) Pichi-Serm.,Pichi-Serm. (Spreng.),Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Diplaziopsidaceae,Homalosorus,Homalosorus pycnocarpos,
Rumex subarcticus Lepage,Lepage,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex subarcticus,
Persicaria arifolia (L.) K.Haraldson,K.Haraldson (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria arifolia,
Elaeagnus veteris-castelli Lepage,Lepage,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,Elaeagnus veteris-castelli,
Sorghum vulgare Pers.,Pers.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghum,Sorghum vulgare,
Bromus dudleyi Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus dudleyi,
Panicum subvillosum Ashe,Ashe,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum subvillosum,
Festuca frederikseniae E.B.Alexeev,E.B.Alexeev,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca frederikseniae,
Schedonorus pratensis (Huds.) P.Beauv.,P.Beauv. (Huds.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Schedonorus pratensis,
Agropyron ungavense Louis-Marie,Louis-Marie,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elyleymus,Agropyron ungavense,
Agropyron pectiniforme Roem. & Schult.,Roem. & Schult.,,,,,,,Agropyron pectiniforme,
Ã—Agroelymus jamesensis Lepage,Lepage,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elyleymus,Agroelymus jamesensis,
Rhododendron subarcticum Harmaja,Harmaja,,,,,,,Rhododendron subarcticum,
Luzula melanocarpa (Michaux) Desvaux,Desvaux (Michaux),Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,Luzula melanocarpa,
Luzula labradorica Steudel,Steudel,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,Luzula labradorica,
Anaphalis margaritacea (L.) Benth. & Hook.f.,Benth. & Hook.f. (L.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anaphalis,Anaphalis margaritacea,
Papaver labradoricum (Fedde) Solstad & Elven,Solstad & Elven (Fedde),,,,,,,Papaver labradoricum,
Athyrium thelypterioides (Michx.) Desv.,Desv. (Michx.),,,,,,,Athyrium thelypterioides,
Dryopteris burgessii Boiv.,Boiv.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris burgessii,
Picea alba Link,Link,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea alba,
Picea pungens Engelm.,Engelm.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea pungens,
Alopecurus borealis Trin.,Trin.,,,,,,,Alopecurus borealis,
Elymus repens (L.) Gould,Gould (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus repens,
Potamogeton groenlandicus Hagstr.,Hagstr.,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton groenlandicus,
Potamogeton nitens Weber,Weber,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton nitens,
Hosta sieboldiana (Hook.) Engl.,Engl. (Hook.),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hosta,Hosta sieboldiana,
Listera convallarioides (Sw.) Nutt.,Nutt. (Sw.),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,Listera convallarioides,
Epipactis latifolia (L.) All.,All. (L.),,,,,,,Epipactis latifolia,
Calypso borealis (Sw.) Salisb.,Salisb. (Sw.),Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calypso,Calypso borealis,
Sagittaria engelmanniana J.G.Sm.,J.G.Sm.,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria engelmanniana,
Wolffia punctata Griseb.,Griseb.,,,,,,,Wolffia punctata ,
Viola melissifolia Greene,Greene,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola melissifolia,
Viola papilionacea Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola papilionacea,
Betula caerulea Blanch.,Blanch.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula caerulea,
Betula pubescens,,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula pubescens,
Betula nana L.,L.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula nana,
Andromeda polifolia L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Andromeda,Andromeda polifolia,
Andromeda calyculata L.,L.,,,,,,,Andromeda calyculata,
Polygonum polygaloides Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum polygaloides,
Polygonum punctatum Ell.,Ell.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Polygonum punctatum,
Polygonum amphibium,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Polygonum amphibium,
Floerkea proserpinacoides Willd.,Willd.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Limnanthaceae,Floerkea,Floerkea proserpinacoides,
Prunella vulgaris L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,
Scutellaria parvula Michx.,Michx.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria parvula,
Lycopus laurentianus Roll.-Germ.,Roll.-Germ.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lycopus,Lycopus laurentianus,
Physalis alkekengi L.,L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,Physalis alkekengi,
Astragalus scrupulicola Fern. & Weath.,Fern. & Weath.,,,,,,,Astragalus scrupulicola,
Astragalus eucosmus B.L. Robins.,B.L. Robins.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus eucosmus,
Astragalus americanus (Hook.) M. E. Jones,M. E. Jones (Hook.),Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus americanus,
Pisum sativum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Pisum sativum,
Lathyrus odoratus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus odoratus,
Lathyrus sylvestris L.,L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus sylvestris,
Lotus uliginosus Schkuhr,Schkuhr,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus uliginosus,
Trifolium pannonicum Jacq.,Jacq.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium pannonicum,
Oxytropis campestris (L.) DC.,DC. (L.),Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis,Oxytropis campestris,
Myriophyllum exalbescens Fernald,Fernald,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum exalbescens,
Urtica canadensis L.,L.,,,,,,,Urtica canadensis,
Ulmus fulva Michx.,Michx.,,,,,,,Ulmus fulva,
Ulmus thomasii Sarg.,Sarg.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus,Ulmus thomasii,
Ficus carica L.,L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus carica,
Sedum telephium,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Hylotelephium,Sedum telephium,
Pyrus floribunda Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Photinia,Pyrus floribunda,
Photinia floribunda (Lindl.) K.R. Robertson & J.B. Phipps,K.R. Robertson & J.B. Phipps (Lindl.),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Photinia,Photinia floribunda,
Potentilla recta L.,L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla recta,
Geum catlingii J.-P. Bernard & R. Gauthier,J.-P. Bernard & R. Gauthier,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum catlingii,
Callitriche heterophylla Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Callitriche,Callitriche heterophylla,
Salix rubens Schrank,Schrank,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix rubens,
Salix gracilis Anderss.,Anderss.,,,,,,,Salix gracilis,
Salix angustata Pursh,Pursh,,,,,,,Salix angustata,
Salix gaspeensis C. K. Schneider,C. K. Schneider,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix gaspeensis,
Salix pedunculata Fernald,Fernald,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix pedunculata,
Salix purpurea L.,L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix purpurea,
Salix argyrocarpa Anderss.,Anderss.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix argyrocarpa,
Subularia aquatica L.,L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Subularia,Subularia aquatica,
Barbarea orthoceras Ledeb.,Ledeb.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,Barbarea orthoceras,
Barbarea verna (Mill.) Asch.,Asch. (Mill.),Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Barbarea,Barbarea verna,
Dentaria laciniata Muhl.,Muhl.,,,,,,,Dentaria laciniata ,
Arabis pycnocarpa M. Hopkins,M. Hopkins,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabis,Arabis pycnocarpa,
Nasturtium palustre (Leyss.) DC.,DC. (Leyss.),Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Nasturtium palustre,
Radicula palustris (L.) Moench,Moench (L.),Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,Radicula palustris,
Kochia scoparia,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Kochia,Kochia scoparia,
Salicornia depressa Standl.,Standl.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Salicornia,Salicornia depressa,
Montia lamprosperma Cham.,Cham.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia,Montia lamprosperma,
Arenaria dawsonensis Britton ex Britton & Rydb.,Britton ex Britton & Rydb.,,,,,,,Arenaria dawsonensis,
Silene stellata (L.) Ait.,Ait. (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene stellata,
Silene csereii Baumg.,Baumg.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene csereii,
Silene inflata Sm.,Sm.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene inflata,
Silene latifolia Poir.,Poir.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene latifolia,
Silene dichotoma Ehrh.,Ehrh.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene dichotoma,
Antennaria parlinii Fernald,Fernald,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Antennaria,Antennaria parlinii,
Tragopogon crantzii Dichtl,Dichtl,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,Tragopogon crantzii,
Gaillardia aristata Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia aristata,
Solidago purshii Porter,Porter,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago purshii,
Solidago Ã—calcicola (Fernald) Fernald,Fernald (Fernald),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago calcicola,
Solidago sempervirens L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago sempervirens,
Solidago ptarmicoides (Nees) Boivin,Boivin (Nees),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago ptarmicoides,
Aster ptarmicoides (Nees) Torr. & A.Gray,Torr. & A.Gray (Nees),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Aster ptarmicoides,
Gnaphalium macounii Greene,Greene,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,Gnaphalium macounii,
Bidens eatonii Fernald,Fernald,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens eatonii,
Bidens campylotheca Sch.Bip.,Sch.Bip.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens campylotheca,
Arctium tomentosum Mill.,Mill.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,Arctium tomentosum,
Arctium nothum (Ruhmer) J.Weiss,J.Weiss (Ruhmer),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lappa,Arctium nothum,
Boltonia asteroides,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Boltonia,Boltonia asteroides,
Arnica mollis Hook.,Hook.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arnica,Arnica mollis,
Arnica rydbergii Greene,Greene,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arnica,Arnica rydbergii,
Aster gaspensis Vict.,Vict.,,,,,,,Aster gaspensis,
Aster miser L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aster,Aster miser,
Campanula persicifolia L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula persicifolia,
Primula egaliksensis Wormsk.,Wormsk.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula egaliksensis,
Linaria repens (L.) Mill.,Mill. (L.),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria repens,
Decodon verticillatus (L.) Ell.,Ell. (L.),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Decodon,Decodon verticillatus,
Elatine triandra Schkuhr,Schkuhr,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Elatinaceae,Elatine,Elatine triandra,
Sarracenia purpurea L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia,Sarracenia purpurea,
Silene chalcedonica (L.) E. H. L. Krause,E. H. L. Krause (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene chalcedonica,
Silene suecica (Loddiges) Greuter & Burdet,Greuter & Burdet (Loddiges),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene suecica,
Lonicera diervilla L.,L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Diervillaceae,Diervilla,Lonicera diervilla,
Polygonum cristatum Engelm. & Gray,Engelm. & Gray,,,,,,,Polygonum cristatum,
Fallopia bohemica (Chrtek & ChrtkovÃ¡) J.P. Bailey,J.P. Bailey (Chrtek & ChrtkovÃ¡),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,Fallopia bohemica,
Antennaria rupicola Fernald,Fernald,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Antennaria,Antennaria rupicola,
Antennaria isolepis Greene,Greene,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Antennaria,Antennaria isolepis,
Aster johannensis Fernald,Fernald,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,Aster johannensis,
Cirsium minganense Vict.,Vict.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium minganense,
Solidago lepida DC.,DC.,,,,,,,Solidago lepida,
Arenaria stricta Michx.,Michx.,,,,,,,Arenaria stricta,
Gentiana detonsa Rottb.,Rottb.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,Gentiana detonsa,
Rubus strigosus Michx.,Michx.,,,,,,,Rubus strigosus,
Drymocallis arguta (Pursh) Rydb.,Rydb. (Pursh),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Drymocallis,Drymocallis arguta,
Viburnum recognitum Fern.,Fern.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum recognitum,
Fallopia dumetorum (L.) J. Holub,J. Holub (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia dumetorum,
Persicaria amphibia,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria amphibia,
Rumex mexicanus Meisner,Meisner,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex mexicanus,
Pyrola uliginosa Torr. & A.Gray,Torr. & A.Gray,,,,,,,Pyrola uliginosa,
Parnassia parviflora DC.,DC.,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Parnassia,Parnassia parviflora,
Matricaria chamomilla,,,,,,,,Matricaria chamomilla,
Axyris amaranthoides L.,L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Axyris,Axyris amaranthoides,
Gerardia tenuifolia Vahl,Vahl,,,,,,,Gerardia tenuifolia ,
Lysimachia stricta (Soland.),(Soland.),Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia stricta,
Oenothera ammophiloides R.R.Gates & Catches.,R.R.Gates & Catches.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera ammophiloides,
Fraxinus pubescens Lam.,Lam.,,,,,,,Fraxinus pubescens,
Carex capitata L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex capitata,
