Species Name,Scientific Name Authorship,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies
Urtica dioica L.,L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica,
Teucrium canadense Torr.,Torr.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,Teucrium canadense,
Arctium lappa Willd.,Willd.,,,,,,,Arctium lappa,
Vaccinium boreale L V. Hall & Aalders,L V. Hall & Aalders,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium boreale,
Eriophorum gracile W. D. J. Koch ex Roth,W. D. J. Koch ex Roth,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum gracile,
Salix pentandra Thuill,Thuill,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix pentandra,
Populus Ã—canescens,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus canescens,
Persicaria hydropiper (L.) Spach,Spach (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria hydropiper,
Quercus borealis Gand.,Gand.,,,,,,,Quercus borealis,
Rosa carolina Du Roi,Du Roi,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa carolina,
Lonicera involucrata (Richards.) Banks,Banks (Richards.),,,,,,,Lonicera involucrata,
Draba aurea Vahl,Vahl,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,Draba aurea,
Carex chordorrhiza Ehrh.,Ehrh.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex chordorrhiza,
Hieracium scabrum Willd.,Willd.,,,,,,,Hieracium scabrum ,
Spergularia rubra (L.) J. & K. Presl,J. & K. Presl (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia rubra,
Mollugo verticillata,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Molluginaceae,Mollugo,Mollugo verticillata,
Epilobium ciliatum,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium ciliatum,
Juniperus virginiana L.,L.,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus virginiana,
Isoetes tuckermanii A. Braun,A. Braun,Plantae,Tracheophyta,Lycopodiopsida,Isoetales,Isoetaceae,Isoetes,Isoetes tuckermanii,
Juncus gerardii Loisel.,Loisel.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus gerardii,
Panicum depauperatum Muhl.,Muhl.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum depauperatum,
Muhlenbergia mexicana (L.) Trin.,Trin. (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,Muhlenbergia mexicana,
Poa glauca Vahl,Vahl,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa glauca,
Trisetum spicatum (L.) K.Richt.,K.Richt. (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Trisetum,Trisetum spicatum,
Schizachyrium scoparium (Michx.) Nash,Nash (Michx.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Schizachyrium,Schizachyrium scoparium,
Pleuropogon sabinei R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Pleuropogon,Pleuropogon sabinei,
Festuca prolifera (Piper) Fernald,Fernald (Piper),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,Festuca prolifera,
Schoenoplectiella purshiana (Fernald) Lye,Lye (Fernald),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenoplectiella,Schoenoplectiella purshiana,
Schoenoplectus tabernaemontani (K.C. Gmel.) Palla,Palla (K.C. Gmel.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenoplectus,Schoenoplectus tabernaemontani,
Cyperus dentatus Torr.,Torr.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus dentatus,
Eleocharis kamtschatica (C.A.Mey.) Kom.,Kom. (C.A.Mey.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis kamtschatica,
Eleocharis uniglumis (Link) Schult.,Schult. (Link),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis uniglumis,
Bolboschoenus maritimus (L.) Palla,Palla (L.),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Bolboschoenus,Bolboschoenus maritimus,
Carex merritt-fernaldii Mack.,Mack.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex merritt-fernaldii,
Carex disperma Dewey,Dewey,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex disperma,
Carex salina Wahlenb.,Wahlenb.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex salina,
Carex lanuginosa Michx.,Michx.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex lanuginosa,
Carex recta Boott,Boott,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex recta,
Carex tonsa (Fernald) E.P.Bicknell,E.P.Bicknell (Fernald),Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex tonsa,
Eriophorum angustifolium Honck.,Honck.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum angustifolium,
Eriophorum chamissonis C.A.Mey.,C.A.Mey.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum chamissonis,
Smilacina stellata (L.) Desf.,Desf. (L.),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,Smilacina stellata,
Polygonatum biflorum (Walter) Elliott,Elliott (Walter),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,Polygonatum biflorum,
Habenaria obtusata (Banks ex Pursh) Richardson,Richardson (Banks ex Pursh),,,,,,,Habenaria obtusata ,
Tofieldia pusilla (Michx.) Pers.,Pers. (Michx.),Plantae,Tracheophyta,Liliopsida,Alismatales,Tofieldiaceae,Tofieldia,Tofieldia pusilla,
Triglochin gaspensis Lieth & D.LÃ¶ve,Lieth & D.LÃ¶ve,Plantae,Tracheophyta,Liliopsida,Alismatales,Juncaginaceae,Triglochin,Triglochin gaspensis,
Lemna turionifera Landolt,Landolt,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,Lemna turionifera,
Viburnum opulus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum opulus,
Fagopyrum esculentum Moench,Moench,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fagopyrum,Fagopyrum esculentum,
Agastache foeniculum (Pursh) Kuntze,Kuntze (Pursh),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Agastache,Agastache foeniculum,
Lupinus polyphyllus Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus polyphyllus,
Prunus depressa Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus depressa,
Anemone quinquefolia L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone quinquefolia,
Anemone multifida Poir.,Poir.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone multifida,
Sanicula gregaria Bicknell,Bicknell,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,Sanicula gregaria,
Boechera grahamii (Lehmann) Windham & Al-Shehbaz,Windham & Al-Shehbaz (Lehmann),Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Boechera,Boechera grahamii,
Draba pycnosperma Fernald & C.H. Knowlt.,Fernald & C.H. Knowlt.,,,,,,,Draba pycnosperma,
Atriplex glabriuscula Edmondst.,Edmondst.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,Atriplex glabriuscula,
Chenopodium album L.,L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,Chenopodium album,
Salsola collina Pall.,Pall.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Salsola,Salsola collina,
Salsola kali L.,L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Salsola,Salsola kali,
Sagina nodosa (L.) Fenzl,Fenzl (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina,Sagina nodosa,
Oclemena acuminata (Michx.) Greene,Greene (Michx.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Oclemena,Oclemena acuminata,
Cirsium discolor (Muhl. ex Willd.) Spreng.,Spreng. (Muhl. ex Willd.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium discolor,
Cirsium scariosum (Poir.) Nutt.,Nutt. (Poir.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium scariosum,
Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.,F.W.Schultz & Sch.Bip. (L.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella aurantiaca,
Lactuca serriola L.,L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lactuca serriola,
Malva pusilla Sm.,Sm.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva pusilla,
Celastrus scandens L.,L.,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Celastrus,Celastrus scandens,
Pedicularis groenlandica Retz.,Retz.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis,Pedicularis groenlandica,
Veronica peregrina L.,L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica peregrina,
Utricularia purpurea Walt.,Walt.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,Utricularia purpurea,
Utricularia macrorhiza Leconte,Leconte,,,,,,,Utricularia macrorhiza,
Oenothera angustissima Gates,Gates,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,Oenothera angustissima,
Hypericum boreale (Britt.) Bicknell,Bicknell (Britt.),Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum boreale,
"Toxicodendron radicans (Linnaeus) Kuntze, 1891","Kuntze, 1891 (Linnaeus)",Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,Toxicodendron radicans,
Agropyron tenerum Vasey,Vasey,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Agropyron tenerum,
Puccinellia paupercula (Holm) Fernald & Weath.,Fernald & Weath. (Holm),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Puccinellia,Puccinellia paupercula,
Ammophila breviligulata Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Ammophila,Ammophila breviligulata,
Viola adunca Sm.,Sm.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola adunca,
Betula raymundii Lepage,Lepage,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula raymundii,
Betula michauxii Spach,Spach,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula michauxii,
Ceratophyllum echinatum A.Gray,A.Gray,Plantae,Tracheophyta,Magnoliopsida,Ceratophyllales,Ceratophyllaceae,Ceratophyllum,Ceratophyllum echinatum,
Lonicera morrowii Gray,Gray,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera morrowii,
Argentina anserina (L.) Rydb.,Rydb. (L.),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Argentina,Argentina anserina,
Geum laciniatum Murr.,Murr.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum laciniatum,
Salix exigua Nutt.,Nutt.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix exigua,
Salix anglorum Cham.,Cham.,,,,,,,Salix anglorum ,
Dentaria maxima Nutt.,Nutt.,,,,,,,Dentaria maxima,
Bidens connata Muhl. ex Willd.,Muhl. ex Willd.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens connata,
Ageratina altissima (L.) R.M.King & H.Rob.,R.M.King & H.Rob. (L.),Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina,Ageratina altissima,
Primula stricta Hornem.,Hornem.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula stricta,
Urtica procera Muhl. ex Willd.,Muhl. ex Willd.,,,,,,,Urtica procera,
Artemisia canadensis Michx.,Michx.,,,,,,,Artemisia canadensis,
Artemisia borealis Pall.,Pall.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia borealis,
Petasites palmatus (Aiton) A.Gray,A.Gray (Aiton),,,,,,,Petasites palmatus,
Rosa johannensis Fern.,Fern.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa johannensis,
Hepatica americana (DC.) Ker-Gawl.,Ker-Gawl. (DC.),Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Hepatica,Hepatica americana,
Rumex thyrsiflorus Fingerh.,Fingerh.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex thyrsiflorus,
Rumex britannica L.,L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex britannica,
Leersia virginica Willd.,Willd.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leersia,Leersia virginica,
Carex gynocrates Wormskjold ex Drejer,Wormskjold ex Drejer,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex gynocrates,
Sedum spurium Sibth. ex Nyman,Sibth. ex Nyman,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum spurium,
Menispermum canadense Pall.,Pall.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Menispermum,Menispermum canadense,
Geranium sylvaticum Saulcy,Saulcy,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium sylvaticum,
Carex debilis Sol. ex Boott,Sol. ex Boott,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex debilis,
Pyrus communis Bunge,Bunge,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus communis,
Prenanthes racemosa Roxb.,Roxb.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Prenanthes,Prenanthes racemosa,
Datura stramonium Wall.,Wall.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura stramonium,
Crassula aquatica (L.) SchÃ¶nl.,SchÃ¶nl. (L.),Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,Crassula aquatica,
Vitis riparia A Gray,A Gray,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis riparia,
Cardamine hirsuta Pall. ex DC.,Pall. ex DC.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine hirsuta,
Agrimonia eupatoria Wight,Wight,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Agrimonia,Agrimonia eupatoria,
Raphanus sativus L.,L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus sativus,
Nasturtium officinale R. Br.,R. Br.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Nasturtium officinale,
Rubus repens Gueldenst.,Gueldenst.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus repens,
Viola affinis Le Conte,Le Conte,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola affinis,
Polygonum scabrum Poir.,Poir.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Polygonum scabrum,
Elaeagnus umbellata C.P. Thunb. ex A. Murray,C.P. Thunb. ex A. Murray,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,Elaeagnus umbellata,
Equisetum variegatum Schleich.,Schleich.,Plantae,Tracheophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,Equisetum variegatum,
Equisetum mackayi (Newman) Brichan,Brichan (Newman),,,,,,,Equisetum mackayi,
Triticum aestivum L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Triticum,Triticum aestivum,
Rubus hispidus Mercier,Mercier,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus hispidus,
Lysimachia quadrifolia Mill.,Mill.,,,,,,,Lysimachia quadrifolia,
Bassia scoparia (L.) Voss,Voss (L.),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Bassia,Bassia scoparia,
Eragrostis pectinacea (Michx.) Steud.,Steud. (Michx.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,Eragrostis pectinacea,
Satureja vulgaris (L.) BÃ©g.,BÃ©g. (L.),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Satureja vulgaris,
Saxifraga cespitosa Scop.,Scop.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,Saxifraga cespitosa,
Panicum acuminatum Sw.,Sw.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum acuminatum,
Vaccinium corymbosum Stewart,Stewart,,,,,,,Vaccinium corymbosum,
Solidago juncea DC.,DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago juncea,
Poa eminens C.Presl,C.Presl,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa eminens,
Circaea lutetiana Georgi,Georgi,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Circaea,Circaea lutetiana,
Descurainia sophia Webb in Engl. & Prantl,Webb in Engl. & Prantl,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Descurainia,Descurainia sophia,
Lepidium campestre (L.) R. Br.,R. Br. (L.),Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,Lepidium campestre,
Selaginella selaginoides (L.) Link,Link (L.),Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella selaginoides,
Iris virginica A.Gray,A.Gray,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris virginica,
Cypripedium arietinum Ait. f.,Ait. f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium arietinum,
Juncus pelocarpus A.Gray,A.Gray,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus pelocarpus,
Ribes nigrum Richards.,Richards.,,,,,,,Ribes nigrum,
Packera paupercula,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Packera,Packera paupercula,
Poa canbyi (Scribn.) Piper,Piper (Scribn.),,,,,,,Poa canbyi,
Bartonia virginica (L.) B. S. P.,B. S. P. (L.),Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Bartonia,Bartonia virginica,
Iris sibirica Hook. & Arn.,Hook. & Arn.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris sibirica,
Agropyron cristatum (L.) P.Beauv.,P.Beauv. (L.),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agropyron,Agropyron cristatum,
Picea rubra (Du Roi) Link,Link (Du Roi),,,,,,,Picea rubra,
Oxalis corniculata L.,L.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis corniculata,
Carex lupulina Muhl.,Muhl.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex lupulina,
Parnassia kotzebuei Cham. & Schltdl.,Cham. & Schltdl.,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Parnassia,Parnassia kotzebuei,
Viola selkirkii Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola selkirkii,
Solanum dulcamara,,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum dulcamara,
Spergularia salina J. & K. Presl,J. & K. Presl,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,Spergularia salina,
Gymnocarpium achriosporum Sarvela,Sarvela,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Gymnocarpium,Gymnocarpium achriosporum,
Lycopodium hickeyi W. H. Wagner,W. H. Wagner,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium,Lycopodium hickeyi,
Eriocaulon septangulare With.,With.,Plantae,Tracheophyta,Liliopsida,Poales,Eriocaulaceae,Eriocaulon,Eriocaulon septangulare,
Luzula parviflora (Ehrh.) Desv.,Desv. (Ehrh.),Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,Luzula parviflora,
Juncus subtilis E.Mey.,E.Mey.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus subtilis,
Deschampsia brevifolia R.Br.,R.Br.,,,,,,,Deschampsia brevifolia,
Bromus latiglumis (Shear) Hitchc.,Hitchc. (Shear),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus latiglumis,
Poa saltuensis Fernald & Wiegand,Fernald & Wiegand,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,Poa saltuensis,
Sporobolus vaginiflorus (A.Gray) Alph.Wood,Alph.Wood (A.Gray),Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sporobolus,Sporobolus vaginiflorus,
Panicum dichotomiflorum Michx.,Michx.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum dichotomiflorum,
Cyperus houghtonii Torr.,Torr.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus houghtonii,
Scirpus pedicellatus Fernald,Fernald,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,Scirpus pedicellatus,
Carex tuckermanii Boott,Boott,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex tuckermanii,
Carex gynandra Schwein.,Schwein.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex gynandra,
Carex wiegandii Mack.,Mack.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex wiegandii,
Carex tentaculata Muhl. ex Willd.,Muhl. ex Willd.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex tentaculata,
Carex angustior Mack.,Mack.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex angustior,
Zigadenus glaucus (Nutt.) Nutt.,Nutt. (Nutt.),Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Anticlea,Zigadenus glaucus,
Smilacina trifolia (L.) Desf.,Desf. (L.),Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,Smilacina trifolia,
Corallorhiza striata Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Corallorhiza,Corallorhiza striata,
Allium sativum L.,L.,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,Allium sativum,
Linum lewisii Pursh,Pursh,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum lewisii,
Nymphaea tetragona Georgi,Georgi,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea tetragona,
Rhododendron groenlandicum (Oeder) K.A. Kron & W.S. Judd,K.A. Kron & W.S. Judd (Oeder),Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron groenlandicum,
Pyrola americana Sweet,Sweet,,,,,,,Pyrola americana ,
Pyrola uniflora L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Moneses,Pyrola uniflora,
Viburnum nudum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum nudum,
Sambucus racemosa L.,L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Sambucus racemosa,
Impatiens glandulifera Royle,Royle,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,
Galium trifidum L.,L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium trifidum,
Galium aparine L.,L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium aparine,
Cephalanthus occidentalis L.,L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus,Cephalanthus occidentalis,
Lappula myosotis Moench,Moench,,,,,,,Lappula myosotis ,
Amsinckia menziesii (Lehm.) A. Nels. Macbr.,A. Nels. Macbr. (Lehm.),Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Amsinckia,Amsinckia menziesii,
Cuscuta epilinum Weihe,Weihe,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Cuscuta,Cuscuta epilinum,
Phlox paniculata L.,L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox,Phlox paniculata,
Lycopersicon esculentum Mill.,Mill.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Lycopersicon esculentum,
Caragana arborescens Lam.,Lam.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caragana,Caragana arborescens,
Filipendula rubra (Hill) B.L. Robins.,B.L. Robins. (Hill),Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,Filipendula rubra,
Rubus acaulis Michx.,Michx.,,,,,,,Rubus acaulis,
Rosa carolina L.,L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa carolina,
Crataegus coccinioides Ashe,Ashe,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,Crataegus coccinioides,
Amelanchier fernaldii Wieg.,Wieg.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,Amelanchier fernaldii,
Amelanchier wiegandii Nielsen,Nielsen,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,Amelanchier wiegandii,
Alchemilla monticola Opiz,Opiz,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,Alchemilla monticola,
Anemone cylindrica A. Gray,A. Gray,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone cylindrica,
